InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,5,-1.0,1254,589,1698,0.469,0.431,26,-1,28,0
0,0.05,9,-1.0,816,225,677,0.275,0.277,18,-1,28,0
0,0.05,8,-1.0,816,269,811,0.329,0.33,18,-1,28,0
0,0.05,7,-1.0,816,312,939,0.382,0.383,18,-1,28,0
0,0.05,6,-1.0,816,370,1105,0.453,0.45,18,-1,28,0
0,0.05,5,-1.0,816,441,1274,0.54,0.499,18,-1,28,0
0,0.05,9,-1.0,457,113,341,0.247,0.249,10,-1,28,0
0,0.05,8,-1.0,457,138,416,0.301,0.303,10,-1,28,0
0,0.05,7,-1.0,457,172,516,0.376,0.378,10,-1,28,0
0,0.05,6,-1.0,457,202,602,0.441,0.437,10,-1,28,0
0,0.05,5,-1.0,457,231,658,0.504,0.454,10,-1,28,0
0,0.05,9,-1.0,1268,369,1072,0.291,0.292,26,-1,24,0
0,0.05,8,-1.0,1268,426,1238,0.336,0.336,26,-1,24,0
0,0.05,7,-1.0,1268,507,1483,0.4,0.399,26,-1,24,0
0,0.05,6,-1.0,1268,573,1676,0.452,0.452,26,-1,24,0
0,0.05,5,-1.0,1268,644,1779,0.507,0.446,26,-1,24,0
0,0.05,9,-1.0,796,213,618,0.267,0.269,18,-1,24,0
0,0.05,8,-1.0,796,268,776,0.336,0.338,18,-1,24,0
0,0.05,7,-1.0,796,316,923,0.396,0.398,18,-1,24,0
0,0.05,6,-1.0,796,365,1070,0.458,0.459,18,-1,24,0
0,0.05,5,-1.0,796,426,1192,0.535,0.493,18,-1,24,0
0,0.05,9,-1.0,429,125,364,0.291,0.293,10,-1,24,0
0,0.05,8,-1.0,429,152,448,0.353,0.356,10,-1,24,0
0,0.05,7,-1.0,429,171,503,0.398,0.4,10,-1,24,0
0,0.05,6,-1.0,429,200,584,0.465,0.463,10,-1,24,0
0,0.05,5,-1.0,429,231,630,0.537,0.463,10,-1,24,0
0,0.05,9,-1.0,1315,356,989,0.271,0.271,26,-1,20,0
0,0.05,8,-1.0,1315,441,1220,0.335,0.336,26,-1,20,0
0,0.05,7,-1.0,1315,531,1490,0.403,0.403,26,-1,20,0
0,0.05,6,-1.0,1315,617,1735,0.469,0.462,26,-1,20,0
0,0.05,5,-1.0,1315,712,1889,0.541,0.471,26,-1,20,0
0,0.05,9,-1.0,899,254,712,0.282,0.283,18,-1,20,0
0,0.05,8,-1.0,899,302,845,0.336,0.337,18,-1,20,0
0,0.05,7,-1.0,899,356,1008,0.396,0.397,18,-1,20,0
0,0.05,6,-1.0,899,414,1166,0.46,0.452,18,-1,20,0
0,0.05,5,-1.0,899,472,1226,0.524,0.44,18,-1,20,0
0,0.05,9,-1.0,494,145,401,0.293,0.295,10,-1,20,0
0,0.05,8,-1.0,494,171,470,0.345,0.347,10,-1,20,0
0,0.05,7,-1.0,494,209,585,0.422,0.424,10,-1,20,0
0,0.05,6,-1.0,494,233,658,0.471,0.469,10,-1,20,0
0,0.05,5,-1.0,494,263,709,0.531,0.477,10,-1,20,0
0,0.05,9,-1.0,1183,365,985,0.308,0.309,26,-1,16,0
0,0.05,8,-1.0,1183,410,1134,0.346,0.347,26,-1,16,0
0,0.05,7,-1.0,1183,470,1306,0.397,0.398,26,-1,16,0
0,0.05,6,-1.0,1183,545,1535,0.46,0.46,26,-1,16,0
0,0.05,5,-1.0,1183,640,1689,0.541,0.487,26,-1,16,0
0,0.05,9,-1.0,893,297,793,0.332,0.333,18,-1,16,0
0,0.05,8,-1.0,893,335,911,0.375,0.376,18,-1,16,0
0,0.05,7,-1.0,893,373,1024,0.417,0.418,18,-1,16,0
0,0.05,6,-1.0,893,447,1203,0.5,0.478,18,-1,16,0
0,0.05,5,-1.0,893,538,1362,0.602,0.499,18,-1,16,0
0,0.05,9,-1.0,457,138,368,0.301,0.303,10,-1,16,0
0,0.05,8,-1.0,457,158,418,0.345,0.347,10,-1,16,0
0,0.05,7,-1.0,457,188,515,0.41,0.413,10,-1,16,0
0,0.05,6,-1.0,457,211,573,0.461,0.459,10,-1,16,0
0,0.05,5,-1.0,457,245,625,0.535,0.465,10,-1,16,0
0,0.05,9,-1.0,1215,397,1059,0.326,0.327,26,-1,12,0
0,0.05,8,-1.0,1215,454,1202,0.373,0.374,26,-1,12,0
0,0.05,7,-1.0,1215,518,1410,0.426,0.427,26,-1,12,0
0,0.05,6,-1.0,1215,587,1605,0.483,0.479,26,-1,12,0
0,0.05,5,-1.0,1215,686,1722,0.564,0.475,26,-1,12,0
0,0.05,9,-1.0,782,256,681,0.327,0.328,18,-1,12,0
0,0.05,8,-1.0,782,292,774,0.373,0.374,18,-1,12,0
0,0.05,7,-1.0,782,333,897,0.425,0.427,18,-1,12,0
0,0.05,6,-1.0,782,369,991,0.471,0.47,18,-1,12,0
0,0.05,5,-1.0,782,461,1132,0.589,0.478,18,-1,12,0
0,0.05,9,-1.0,491,160,396,0.325,0.327,10,-1,12,0
0,0.05,8,-1.0,491,187,483,0.38,0.382,10,-1,12,0
0,0.05,7,-1.0,491,211,555,0.429,0.431,10,-1,12,0
0,0.05,6,-1.0,491,243,638,0.494,0.494,10,-1,12,0
0,0.05,5,-1.0,491,287,685,0.583,0.492,10,-1,12,0
0,0.05,9,-1.0,1210,389,970,0.321,0.322,26,-1,8,0
0,0.05,8,-1.0,1210,446,1163,0.368,0.369,26,-1,8,0
0,0.05,7,-1.0,1210,513,1362,0.424,0.423,26,-1,8,0
0,0.05,6,-1.0,1210,591,1532,0.488,0.462,26,-1,8,0
0,0.05,5,-1.0,1210,772,1734,0.637,0.453,26,-1,8,0
0,0.05,9,-1.0,852,272,701,0.319,0.32,18,-1,8,0
0,0.05,8,-1.0,852,305,765,0.358,0.359,18,-1,8,0
0,0.05,7,-1.0,852,339,855,0.397,0.399,18,-1,8,0
0,0.05,6,-1.0,852,403,1037,0.472,0.461,18,-1,8,0
0,0.05,5,-1.0,852,516,1133,0.605,0.417,18,-1,8,0
0,0.05,9,-1.0,487,144,349,0.295,0.297,10,-1,8,0
0,0.05,8,-1.0,487,168,412,0.344,0.346,10,-1,8,0
0,0.05,7,-1.0,487,190,452,0.389,0.387,10,-1,8,0
0,0.05,6,-1.0,487,221,519,0.453,0.439,10,-1,8,0
0,0.05,5,-1.0,487,282,604,0.578,0.412,10,-1,8,0
0,0.05,9,-1.0,1187,402,976,0.338,0.339,26,-1,4,0
0,0.05,8,-1.0,1187,469,1155,0.395,0.396,26,-1,4,0
0,0.05,7,-1.0,1187,530,1309,0.446,0.444,26,-1,4,0
0,0.05,6,-1.0,1187,643,1489,0.541,0.485,26,-1,4,0
0,0.05,5,-1.0,1187,1147,1669,0.965,0.194,26,-1,4,0
0,0.05,9,-1.0,882,284,615,0.322,0.323,18,-1,4,0
0,0.05,8,-1.0,882,315,719,0.357,0.358,18,-1,4,0
0,0.05,7,-1.0,882,368,888,0.417,0.418,18,-1,4,0
0,0.05,6,-1.0,882,450,1032,0.51,0.434,18,-1,4,0
0,0.05,5,-1.0,882,826,1166,0.935,0.172,18,-1,4,0
0,0.05,9,-1.0,477,141,287,0.295,0.297,10,-1,4,0
0,0.05,8,-1.0,477,164,343,0.343,0.345,10,-1,4,0
0,0.05,7,-1.0,477,189,408,0.395,0.389,10,-1,4,0
0,0.05,6,-1.0,477,248,532,0.519,0.416,10,-1,4,0
0,0.05,5,-1.0,477,475,611,0.994,0.084,10,-1,4,0
0,0.05,9,-1.0,1211,537,963,0.443,0.351,26,-1,0,0
0,0.05,8,-1.0,1211,605,1092,0.499,0.398,26,-1,0,0
0,0.05,7,-1.0,1211,699,1223,0.577,0.42,26,-1,0,0
0,0.05,6,-1.0,1211,1034,1429,0.853,0.287,26,-1,0,0
0,0.05,5,-1.0,1211,3128,1682,2.581,-1.252,26,-1,0,0
0,0.05,9,-1.0,840,310,574,0.369,0.316,18,-1,0,0
0,0.05,8,-1.0,840,366,670,0.435,0.364,18,-1,0,0
0,0.05,7,-1.0,840,439,776,0.522,0.402,18,-1,0,0
0,0.05,6,-1.0,840,642,888,0.763,0.298,18,-1,0,0
0,0.05,5,-1.0,840,2155,998,2.562,-1.306,18,-1,0,0
0,0.05,9,-1.0,478,140,264,0.292,0.261,10,-1,0,0
0,0.05,8,-1.0,478,166,316,0.347,0.315,10,-1,0,0
0,0.05,7,-1.0,478,199,350,0.415,0.319,10,-1,0,0
0,0.05,6,-1.0,478,330,380,0.689,0.113,10,-1,0,0
0,0.05,5,-1.0,478,1464,436,3.056,-2.048,10,-1,0,0
0,0.05,9,-1.0,1216,213,797,0.175,0.176,26,-1,44,0
0,0.05,8,-1.0,1216,252,920,0.207,0.208,26,-1,44,0
0,0.05,7,-1.0,1216,304,1091,0.25,0.251,26,-1,44,0
0,0.05,6,-1.0,1216,335,1224,0.275,0.276,26,-1,44,0
0,0.05,5,-1.0,1216,402,1412,0.33,0.316,26,-1,44,0
0,0.05,9,-1.0,761,134,505,0.176,0.177,18,-1,44,0
0,0.05,8,-1.0,761,168,615,0.22,0.222,18,-1,44,0
0,0.05,7,-1.0,761,208,746,0.273,0.274,18,-1,44,0
0,0.05,6,-1.0,761,243,857,0.319,0.32,18,-1,44,0
0,0.05,5,-1.0,761,284,976,0.373,0.365,18,-1,44,0
0,0.05,9,-1.0,495,75,280,0.151,0.153,10,-1,44,0
0,0.05,8,-1.0,495,91,347,0.183,0.185,10,-1,44,0
0,0.05,7,-1.0,495,114,416,0.23,0.232,10,-1,44,0
0,0.05,6,-1.0,495,131,480,0.264,0.262,10,-1,44,0
0,0.05,5,-1.0,495,159,550,0.321,0.302,10,-1,44,0
0,0.05,9,-1.0,1243,218,765,0.175,0.176,26,-1,40,0
0,0.05,8,-1.0,1243,276,953,0.222,0.223,26,-1,40,0
0,0.05,7,-1.0,1243,324,1109,0.26,0.261,26,-1,40,0
0,0.05,6,-1.0,1243,366,1264,0.294,0.295,26,-1,40,0
0,0.05,5,-1.0,1243,451,1500,0.363,0.342,26,-1,40,0
0,0.05,9,-1.0,881,172,573,0.195,0.196,18,-1,40,0
0,0.05,8,-1.0,881,193,650,0.219,0.22,18,-1,40,0
0,0.05,7,-1.0,881,222,747,0.252,0.253,18,-1,40,0
0,0.05,6,-1.0,881,254,867,0.288,0.289,18,-1,40,0
0,0.05,5,-1.0,881,303,1008,0.344,0.327,18,-1,40,0
0,0.05,9,-1.0,491,82,297,0.167,0.169,10,-1,40,0
0,0.05,8,-1.0,491,86,326,0.175,0.177,10,-1,40,0
0,0.05,7,-1.0,491,120,425,0.244,0.246,10,-1,40,0
0,0.05,6,-1.0,491,154,526,0.313,0.315,10,-1,40,0
0,0.05,5,-1.0,491,162,563,0.329,0.327,10,-1,40,0
0,0.05,9,-1.0,1182,261,860,0.221,0.221,26,-1,36,0
0,0.05,8,-1.0,1182,296,982,0.25,0.251,26,-1,36,0
0,0.05,7,-1.0,1182,330,1100,0.279,0.28,26,-1,36,0
0,0.05,6,-1.0,1182,401,1319,0.339,0.34,26,-1,36,0
0,0.05,5,-1.0,1182,476,1510,0.402,0.381,26,-1,36,0
0,0.05,9,-1.0,831,189,617,0.227,0.228,18,-1,36,0
0,0.05,8,-1.0,831,215,706,0.258,0.26,18,-1,36,0
0,0.05,7,-1.0,831,228,766,0.274,0.275,18,-1,36,0
0,0.05,6,-1.0,831,274,898,0.329,0.328,18,-1,36,0
0,0.05,5,-1.0,831,321,1018,0.386,0.363,18,-1,36,0
0,0.05,9,-1.0,501,90,304,0.179,0.181,10,-1,36,0
0,0.05,8,-1.0,501,107,356,0.213,0.215,10,-1,36,0
0,0.05,7,-1.0,501,146,472,0.291,0.293,10,-1,36,0
0,0.05,6,-1.0,501,171,559,0.341,0.343,10,-1,36,0
0,0.05,5,-1.0,501,178,593,0.355,0.347,10,-1,36,0
0,0.05,9,-1.0,1306,277,890,0.212,0.213,26,-1,32,0
0,0.05,8,-1.0,1306,343,1076,0.262,0.263,26,-1,32,0
0,0.05,7,-1.0,1306,420,1313,0.321,0.322,26,-1,32,0
0,0.05,6,-1.0,1306,500,1558,0.383,0.383,26,-1,32,0
0,0.05,5,-1.0,1306,566,1722,0.433,0.414,26,-1,32,0
0,0.05,9,-1.0,808,171,538,0.211,0.213,18,-1,32,0
0,0.05,8,-1.0,808,204,642,0.252,0.253,18,-1,32,0
0,0.05,7,-1.0,808,247,783,0.305,0.307,18,-1,32,0
0,0.05,6,-1.0,808,314,973,0.388,0.389,18,-1,32,0
0,0.05,5,-1.0,808,338,1055,0.418,0.405,18,-1,32,0
0,0.05,9,-1.0,463,132,410,0.284,0.287,10,-1,32,0
0,0.05,8,-1.0,463,137,432,0.295,0.297,10,-1,32,0
0,0.05,7,-1.0,463,174,547,0.375,0.377,10,-1,32,0
0,0.05,6,-1.0,463,192,610,0.414,0.416,10,-1,32,0
0,0.05,5,-1.0,463,219,671,0.472,0.453,10,-1,32,0
0,0.05,9,-1.0,1288,327,982,0.254,0.254,26,-1,28,0
0,0.05,8,-1.0,1288,388,1164,0.301,0.3,26,-1,28,0
0,0.05,7,-1.0,1288,460,1377,0.357,0.355,26,-1,28,0
0,0.05,6,-1.0,1288,546,1636,0.424,0.421,26,-1,28,0
0,0.05,5,-1.0,1288,640,1841,0.497,0.455,26,-1,28,0
0,0.05,9,-1.0,857,206,620,0.24,0.241,18,-1,28,0
0,0.05,8,-1.0,857,236,714,0.275,0.276,18,-1,28,0
0,0.05,7,-1.0,857,292,880,0.34,0.341,18,-1,28,0
0,0.05,6,-1.0,857,355,1063,0.414,0.409,18,-1,28,0
0,0.05,5,-1.0,857,407,1175,0.474,0.437,18,-1,28,0
0,0.05,9,-1.0,476,118,355,0.247,0.249,10,-1,28,0
0,0.05,8,-1.0,476,144,434,0.302,0.304,10,-1,28,0
0,0.05,7,-1.0,476,171,518,0.358,0.361,10,-1,28,0
0,0.05,6,-1.0,476,203,611,0.426,0.428,10,-1,28,0
0,0.05,5,-1.0,476,240,687,0.503,0.455,10,-1,28,0
0,0.05,9,-1.0,1263,330,958,0.261,0.262,26,-1,24,0
0,0.05,8,-1.0,1263,377,1096,0.298,0.299,26,-1,24,0
0,0.05,7,-1.0,1263,452,1315,0.358,0.358,26,-1,24,0
0,0.05,6,-1.0,1263,547,1590,0.433,0.434,26,-1,24,0
0,0.05,5,-1.0,1263,624,1782,0.494,0.469,26,-1,24,0
0,0.05,9,-1.0,854,209,598,0.244,0.246,18,-1,24,0
0,0.05,8,-1.0,854,260,755,0.304,0.305,18,-1,24,0
0,0.05,7,-1.0,854,313,913,0.366,0.367,18,-1,24,0
0,0.05,6,-1.0,854,373,1081,0.436,0.435,18,-1,24,0
0,0.05,5,-1.0,854,425,1198,0.497,0.467,18,-1,24,0
0,0.05,9,-1.0,463,118,334,0.254,0.256,10,-1,24,0
0,0.05,8,-1.0,463,135,394,0.291,0.293,10,-1,24,0
0,0.05,7,-1.0,463,162,474,0.349,0.351,10,-1,24,0
0,0.05,6,-1.0,463,181,527,0.39,0.392,10,-1,24,0
0,0.05,5,-1.0,463,232,625,0.5,0.433,10,-1,24,0
0,0.05,9,-1.0,1263,380,1072,0.301,0.301,26,-1,20,0
0,0.05,8,-1.0,1263,456,1280,0.361,0.362,26,-1,20,0
0,0.05,7,-1.0,1263,527,1500,0.417,0.418,26,-1,20,0
0,0.05,6,-1.0,1263,613,1760,0.485,0.484,26,-1,20,0
0,0.05,5,-1.0,1263,706,1926,0.559,0.509,26,-1,20,0
0,0.05,9,-1.0,847,248,714,0.292,0.294,18,-1,20,0
0,0.05,8,-1.0,847,291,826,0.343,0.344,18,-1,20,0
0,0.05,7,-1.0,847,330,935,0.389,0.39,18,-1,20,0
0,0.05,6,-1.0,847,384,1079,0.453,0.447,18,-1,20,0
0,0.05,5,-1.0,847,464,1254,0.547,0.498,18,-1,20,0
0,0.05,9,-1.0,436,131,365,0.3,0.302,10,-1,20,0
0,0.05,8,-1.0,436,145,401,0.332,0.334,10,-1,20,0
0,0.05,7,-1.0,436,168,462,0.384,0.387,10,-1,20,0
0,0.05,6,-1.0,436,191,539,0.437,0.439,10,-1,20,0
0,0.05,5,-1.0,436,223,606,0.51,0.481,10,-1,20,0
0,0.05,9,-1.0,1173,405,1067,0.345,0.346,26,-1,16,0
0,0.05,8,-1.0,1173,446,1212,0.38,0.381,26,-1,16,0
0,0.05,7,-1.0,1173,498,1361,0.424,0.425,26,-1,16,0
0,0.05,6,-1.0,1173,583,1640,0.497,0.496,26,-1,16,0
0,0.05,5,-1.0,1173,672,1811,0.572,0.532,26,-1,16,0
0,0.05,9,-1.0,843,269,713,0.319,0.32,18,-1,16,0
0,0.05,8,-1.0,843,300,808,0.355,0.357,18,-1,16,0
0,0.05,7,-1.0,843,367,997,0.435,0.436,18,-1,16,0
0,0.05,6,-1.0,843,408,1118,0.483,0.485,18,-1,16,0
0,0.05,5,-1.0,843,466,1236,0.552,0.513,18,-1,16,0
0,0.05,9,-1.0,507,142,379,0.28,0.281,10,-1,16,0
0,0.05,8,-1.0,507,168,438,0.331,0.333,10,-1,16,0
0,0.05,7,-1.0,507,196,526,0.386,0.388,10,-1,16,0
0,0.05,6,-1.0,507,232,625,0.457,0.451,10,-1,16,0
0,0.05,5,-1.0,507,269,705,0.53,0.486,10,-1,16,0
0,0.05,9,-1.0,1268,382,1030,0.301,0.302,26,-1,12,0
0,0.05,8,-1.0,1268,412,1096,0.325,0.325,26,-1,12,0
0,0.05,7,-1.0,1268,468,1269,0.369,0.37,26,-1,12,0
0,0.05,6,-1.0,1268,550,1500,0.433,0.429,26,-1,12,0
0,0.05,5,-1.0,1268,639,1635,0.504,0.45,26,-1,12,0
0,0.05,9,-1.0,853,279,716,0.327,0.328,18,-1,12,0
0,0.05,8,-1.0,853,323,847,0.378,0.379,18,-1,12,0
0,0.05,7,-1.0,853,363,957,0.425,0.426,18,-1,12,0
0,0.05,6,-1.0,853,420,1127,0.492,0.491,18,-1,12,0
0,0.05,5,-1.0,853,479,1263,0.561,0.523,18,-1,12,0
0,0.05,9,-1.0,475,153,380,0.321,0.324,10,-1,12,0
0,0.05,8,-1.0,475,182,467,0.382,0.384,10,-1,12,0
0,0.05,7,-1.0,475,212,548,0.445,0.447,10,-1,12,0
0,0.05,6,-1.0,475,240,624,0.504,0.502,10,-1,12,0
0,0.05,5,-1.0,475,275,700,0.578,0.542,10,-1,12,0
0,0.05,9,-1.0,1233,394,984,0.319,0.32,26,-1,8,0
0,0.05,8,-1.0,1233,449,1135,0.364,0.365,26,-1,8,0
0,0.05,7,-1.0,1233,508,1335,0.412,0.411,26,-1,8,0
0,0.05,6,-1.0,1233,589,1526,0.477,0.469,26,-1,8,0
0,0.05,5,-1.0,1233,755,1733,0.612,0.474,26,-1,8,0
0,0.05,9,-1.0,892,271,664,0.303,0.305,18,-1,8,0
0,0.05,8,-1.0,892,321,781,0.359,0.361,18,-1,8,0
0,0.05,7,-1.0,892,382,956,0.428,0.429,18,-1,8,0
0,0.05,6,-1.0,892,429,1110,0.48,0.468,18,-1,8,0
0,0.05,5,-1.0,892,546,1236,0.611,0.45,18,-1,8,0
0,0.05,9,-1.0,523,147,355,0.281,0.282,10,-1,8,0
0,0.05,8,-1.0,523,170,413,0.324,0.326,10,-1,8,0
0,0.05,7,-1.0,523,201,489,0.384,0.385,10,-1,8,0
0,0.05,6,-1.0,523,235,583,0.448,0.447,10,-1,8,0
0,0.05,5,-1.0,523,304,656,0.58,0.42,10,-1,8,0
0,0.05,9,-1.0,1195,396,970,0.331,0.332,26,-1,4,0
0,0.05,8,-1.0,1195,458,1135,0.383,0.384,26,-1,4,0
0,0.05,7,-1.0,1195,506,1244,0.423,0.422,26,-1,4,0
0,0.05,6,-1.0,1195,589,1410,0.492,0.461,26,-1,4,0
0,0.05,5,-1.0,1195,1018,1611,0.851,0.265,26,-1,4,0
0,0.05,9,-1.0,912,296,656,0.324,0.325,18,-1,4,0
0,0.05,8,-1.0,912,337,775,0.369,0.37,18,-1,4,0
0,0.05,7,-1.0,912,377,902,0.413,0.414,18,-1,4,0
0,0.05,6,-1.0,912,435,1019,0.476,0.442,18,-1,4,0
0,0.05,5,-1.0,912,768,1173,0.841,0.254,18,-1,4,0
0,0.05,9,-1.0,475,139,281,0.292,0.294,10,-1,4,0
0,0.05,8,-1.0,475,162,334,0.34,0.342,10,-1,4,0
0,0.05,7,-1.0,475,187,396,0.393,0.387,10,-1,4,0
0,0.05,6,-1.0,475,212,456,0.445,0.393,10,-1,4,0
0,0.05,5,-1.0,475,380,539,0.798,0.16,10,-1,4,0
0,0.05,9,-1.0,1262,519,920,0.411,0.318,26,-1,0,0
0,0.05,8,-1.0,1262,604,1098,0.478,0.384,26,-1,0,0
0,0.05,7,-1.0,1262,687,1248,0.544,0.418,26,-1,0,0
0,0.05,6,-1.0,1262,965,1535,0.764,0.373,26,-1,0,0
0,0.05,5,-1.0,1262,2705,1804,2.142,-0.817,26,-1,0,0
0,0.05,9,-1.0,842,336,630,0.399,0.35,18,-1,0,0
0,0.05,8,-1.0,842,374,704,0.444,0.394,18,-1,0,0
0,0.05,7,-1.0,842,434,802,0.515,0.438,18,-1,0,0
0,0.05,6,-1.0,842,632,922,0.75,0.352,18,-1,0,0
0,0.05,5,-1.0,842,1864,1030,2.211,-0.919,18,-1,0,0
0,0.05,9,-1.0,467,152,282,0.325,0.284,10,-1,0,0
0,0.05,8,-1.0,467,181,340,0.387,0.344,10,-1,0,0
0,0.05,7,-1.0,467,211,392,0.451,0.391,10,-1,0,0
0,0.05,6,-1.0,467,325,450,0.694,0.28,10,-1,0,0
0,0.05,5,-1.0,467,1156,526,2.47,-1.261,10,-1,0,0
0,0.05,9,-1.0,1215,215,791,0.177,0.178,26,-1,44,0
0,0.05,8,-1.0,1215,239,894,0.197,0.197,26,-1,44,0
0,0.05,7,-1.0,1215,279,1039,0.229,0.23,26,-1,44,0
0,0.05,6,-1.0,1215,340,1246,0.28,0.279,26,-1,44,0
0,0.05,5,-1.0,1215,370,1363,0.304,0.297,26,-1,44,0
0,0.05,9,-1.0,857,128,488,0.149,0.15,18,-1,44,0
0,0.05,8,-1.0,857,141,543,0.164,0.166,18,-1,44,0
0,0.05,7,-1.0,857,165,622,0.192,0.193,18,-1,44,0
0,0.05,6,-1.0,857,197,732,0.23,0.231,18,-1,44,0
0,0.05,5,-1.0,857,231,843,0.269,0.259,18,-1,44,0
0,0.05,9,-1.0,474,89,327,0.187,0.189,10,-1,44,0
0,0.05,8,-1.0,474,91,355,0.192,0.194,10,-1,44,0
0,0.05,7,-1.0,474,112,434,0.236,0.238,10,-1,44,0
0,0.05,6,-1.0,474,140,515,0.295,0.297,10,-1,44,0
0,0.05,5,-1.0,474,143,531,0.301,0.303,10,-1,44,0
0,0.05,9,-1.0,1200,259,897,0.216,0.216,26,-1,40,0
0,0.05,8,-1.0,1200,313,1070,0.261,0.261,26,-1,40,0
0,0.05,7,-1.0,1200,357,1228,0.297,0.298,26,-1,40,0
0,0.05,6,-1.0,1200,407,1383,0.339,0.336,26,-1,40,0
0,0.05,5,-1.0,1200,480,1609,0.4,0.388,26,-1,40,0
0,0.05,9,-1.0,867,148,532,0.171,0.172,18,-1,40,0
0,0.05,8,-1.0,867,182,641,0.21,0.211,18,-1,40,0
0,0.05,7,-1.0,867,211,743,0.243,0.244,18,-1,40,0
0,0.05,6,-1.0,867,261,906,0.301,0.302,18,-1,40,0
0,0.05,5,-1.0,867,297,1006,0.342,0.336,18,-1,40,0
0,0.05,9,-1.0,489,82,287,0.167,0.169,10,-1,40,0
0,0.05,8,-1.0,489,97,341,0.198,0.2,10,-1,40,0
0,0.05,7,-1.0,489,111,396,0.227,0.229,10,-1,40,0
0,0.05,6,-1.0,489,144,497,0.294,0.296,10,-1,40,0
0,0.05,5,-1.0,489,166,568,0.339,0.333,10,-1,40,0
0,0.05,9,-1.0,1225,245,801,0.2,0.201,26,-1,36,0
0,0.05,8,-1.0,1225,292,951,0.238,0.239,26,-1,36,0
0,0.05,7,-1.0,1225,338,1121,0.276,0.277,26,-1,36,0
0,0.05,6,-1.0,1225,395,1287,0.322,0.318,26,-1,36,0
0,0.05,5,-1.0,1225,473,1497,0.386,0.37,26,-1,36,0
0,0.05,9,-1.0,878,177,591,0.201,0.203,18,-1,36,0
0,0.05,8,-1.0,878,215,711,0.245,0.246,18,-1,36,0
0,0.05,7,-1.0,878,239,788,0.272,0.273,18,-1,36,0
0,0.05,6,-1.0,878,297,977,0.338,0.337,18,-1,36,0
0,0.05,5,-1.0,878,353,1120,0.402,0.371,18,-1,36,0
0,0.05,9,-1.0,482,99,332,0.205,0.207,10,-1,36,0
0,0.05,8,-1.0,482,118,389,0.244,0.246,10,-1,36,0
0,0.05,7,-1.0,482,143,473,0.296,0.298,10,-1,36,0
0,0.05,6,-1.0,482,173,564,0.358,0.36,10,-1,36,0
0,0.05,5,-1.0,482,195,635,0.404,0.398,10,-1,36,0
0,0.05,9,-1.0,1193,274,869,0.229,0.23,26,-1,32,0
0,0.05,8,-1.0,1193,321,1020,0.269,0.27,26,-1,32,0
0,0.05,7,-1.0,1193,382,1215,0.32,0.321,26,-1,32,0
0,0.05,6,-1.0,1193,470,1460,0.394,0.393,26,-1,32,0
0,0.05,5,-1.0,1193,544,1627,0.456,0.42,26,-1,32,0
0,0.05,9,-1.0,872,191,615,0.219,0.22,18,-1,32,0
0,0.05,8,-1.0,872,241,762,0.276,0.277,18,-1,32,0
0,0.05,7,-1.0,872,288,903,0.33,0.331,18,-1,32,0
0,0.05,6,-1.0,872,306,968,0.351,0.351,18,-1,32,0
0,0.05,5,-1.0,872,372,1145,0.426,0.412,18,-1,32,0
0,0.05,9,-1.0,459,100,315,0.217,0.22,10,-1,32,0
0,0.05,8,-1.0,459,113,363,0.246,0.248,10,-1,32,0
0,0.05,7,-1.0,459,144,451,0.313,0.315,10,-1,32,0
0,0.05,6,-1.0,459,166,536,0.361,0.363,10,-1,32,0
0,0.05,5,-1.0,459,208,628,0.452,0.417,10,-1,32,0
0,0.05,9,-1.0,1215,339,1027,0.279,0.28,26,-1,28,0
0,0.05,8,-1.0,1215,389,1175,0.32,0.321,26,-1,28,0
0,0.05,7,-1.0,1215,452,1361,0.372,0.373,26,-1,28,0
0,0.05,6,-1.0,1215,523,1572,0.43,0.431,26,-1,28,0
0,0.05,5,-1.0,1215,596,1769,0.49,0.478,26,-1,28,0
0,0.05,9,-1.0,860,259,779,0.301,0.302,18,-1,28,0
0,0.05,8,-1.0,860,303,914,0.352,0.353,18,-1,28,0
0,0.05,7,-1.0,860,341,1024,0.396,0.397,18,-1,28,0
0,0.05,6,-1.0,860,383,1152,0.445,0.446,18,-1,28,0
0,0.05,5,-1.0,860,443,1300,0.515,0.491,18,-1,28,0
0,0.05,9,-1.0,487,118,356,0.242,0.244,10,-1,28,0
0,0.05,8,-1.0,487,142,428,0.291,0.293,10,-1,28,0
0,0.05,7,-1.0,487,171,513,0.35,0.352,10,-1,28,0
0,0.05,6,-1.0,487,204,613,0.418,0.416,10,-1,28,0
0,0.05,5,-1.0,487,227,676,0.465,0.455,10,-1,28,0
0,0.05,9,-1.0,1265,364,1064,0.288,0.288,26,-1,24,0
0,0.05,8,-1.0,1265,432,1251,0.341,0.342,26,-1,24,0
0,0.05,7,-1.0,1265,510,1471,0.403,0.404,26,-1,24,0
0,0.05,6,-1.0,1265,593,1718,0.468,0.468,26,-1,24,0
0,0.05,5,-1.0,1265,693,1965,0.547,0.515,26,-1,24,0
0,0.05,9,-1.0,808,217,612,0.268,0.269,18,-1,24,0
0,0.05,8,-1.0,808,265,758,0.328,0.329,18,-1,24,0
