InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,6,-1.0,3847,2145,5630,0.557,0.442,80,-1,12,0
0,0.05,5,-1.0,3847,3452,6058,0.897,0.252,80,-1,12,0
0,0.05,9,-1.0,2509,807,2381,0.322,0.322,55,-1,12,0
0,0.05,8,-1.0,2509,920,2711,0.367,0.367,55,-1,12,0
0,0.05,7,-1.0,2509,1070,3136,0.426,0.42,55,-1,12,0
0,0.05,6,-1.0,2509,1398,3671,0.557,0.442,55,-1,12,0
0,0.05,5,-1.0,2509,2248,3935,0.896,0.234,55,-1,12,0
0,0.05,9,-1.0,1401,488,1425,0.348,0.349,30,-1,12,0
0,0.05,8,-1.0,1401,559,1637,0.399,0.397,30,-1,12,0
0,0.05,7,-1.0,1401,634,1854,0.452,0.443,30,-1,12,0
0,0.05,6,-1.0,1401,786,2082,0.561,0.451,30,-1,12,0
0,0.05,5,-1.0,1401,1242,2189,0.886,0.253,30,-1,12,0
0,0.05,9,-1.0,4993,1658,4812,0.332,0.332,105,-1,8,0
0,0.05,8,-1.0,4993,1919,5568,0.384,0.384,105,-1,8,0
0,0.05,7,-1.0,4993,2294,6511,0.459,0.444,105,-1,8,0
0,0.05,6,-1.0,4993,3077,7518,0.616,0.445,105,-1,8,0
0,0.05,5,-1.0,4993,5532,7913,1.108,0.083,105,-1,8,0
0,0.05,9,-1.0,3783,1239,3556,0.327,0.328,80,-1,8,0
0,0.05,8,-1.0,3783,1422,4117,0.376,0.376,80,-1,8,0
0,0.05,7,-1.0,3783,1684,4804,0.445,0.433,80,-1,8,0
0,0.05,6,-1.0,3783,2208,5446,0.584,0.424,80,-1,8,0
0,0.05,5,-1.0,3783,4157,5865,1.099,0.087,80,-1,8,0
0,0.05,9,-1.0,2698,895,2576,0.332,0.332,55,-1,8,0
0,0.05,8,-1.0,2698,1047,3030,0.388,0.387,55,-1,8,0
0,0.05,7,-1.0,2698,1215,3433,0.45,0.426,55,-1,8,0
0,0.05,6,-1.0,2698,1580,3885,0.585,0.418,55,-1,8,0
0,0.05,5,-1.0,2698,2883,4153,1.068,0.1,55,-1,8,0
0,0.05,9,-1.0,1467,452,1290,0.308,0.309,30,-1,8,0
0,0.05,8,-1.0,1467,520,1492,0.354,0.355,30,-1,8,0
0,0.05,7,-1.0,1467,616,1740,0.42,0.405,30,-1,8,0
0,0.05,6,-1.0,1467,812,2005,0.553,0.407,30,-1,8,0
0,0.05,5,-1.0,1467,1580,2198,1.076,0.067,30,-1,8,0
0,0.05,9,-1.0,4988,1813,5019,0.363,0.364,105,-1,4,0
0,0.05,8,-1.0,4988,2139,5913,0.429,0.426,105,-1,4,0
0,0.05,7,-1.0,4988,2561,6904,0.513,0.485,105,-1,4,0
0,0.05,6,-1.0,4988,3651,8041,0.732,0.449,105,-1,4,0
0,0.05,5,-1.0,4988,8188,8183,1.641,-0.33,105,-1,4,0
0,0.05,9,-1.0,3811,1284,3538,0.337,0.337,80,-1,4,0
0,0.05,8,-1.0,3811,1493,4138,0.392,0.391,80,-1,4,0
0,0.05,7,-1.0,3811,1813,4915,0.476,0.454,80,-1,4,0
0,0.05,6,-1.0,3811,2684,5636,0.704,0.375,80,-1,4,0
0,0.05,5,-1.0,3811,6855,5825,1.798,-0.545,80,-1,4,0
0,0.05,9,-1.0,2538,910,2474,0.358,0.359,55,-1,4,0
0,0.05,8,-1.0,2538,1051,2893,0.414,0.413,55,-1,4,0
0,0.05,7,-1.0,2538,1231,3298,0.485,0.451,55,-1,4,0
0,0.05,6,-1.0,2538,1866,3732,0.735,0.34,55,-1,4,0
0,0.05,5,-1.0,2538,5053,3945,1.99,-0.703,55,-1,4,0
0,0.05,9,-1.0,1441,467,1279,0.324,0.325,30,-1,4,0
0,0.05,8,-1.0,1441,541,1485,0.375,0.376,30,-1,4,0
0,0.05,7,-1.0,1441,672,1793,0.466,0.442,30,-1,4,0
0,0.05,6,-1.0,1441,1028,2050,0.713,0.331,30,-1,4,0
0,0.05,5,-1.0,1441,3057,2130,2.12,-0.887,30,-1,4,0
0,0.05,9,-1.0,4961,2865,6132,0.577,0.452,105,-1,0,0
0,0.05,8,-1.0,4961,3210,7045,0.647,0.511,105,-1,0,0
0,0.05,7,-1.0,4961,3924,7902,0.791,0.508,105,-1,0,0
0,0.05,6,-1.0,4961,8372,8861,1.687,-0.218,105,-1,0,0
0,0.05,5,-1.0,4961,24873,8291,5.013,-3.45,105,-1,0,0
0,0.05,9,-1.0,3795,1954,4026,0.515,0.408,80,-1,0,0
0,0.05,8,-1.0,3795,2239,4692,0.59,0.46,80,-1,0,0
0,0.05,7,-1.0,3795,2844,5416,0.749,0.432,80,-1,0,0
0,0.05,6,-1.0,3795,6657,6015,1.754,-0.396,80,-1,0,0
0,0.05,5,-1.0,3795,20421,5871,5.38,-3.851,80,-1,0,0
0,0.05,9,-1.0,2610,1121,2185,0.429,0.353,55,-1,0,0
0,0.05,8,-1.0,2610,1296,2553,0.496,0.382,55,-1,0,0
0,0.05,7,-1.0,2610,1769,3103,0.678,0.336,55,-1,0,0
0,0.05,6,-1.0,2610,4841,3579,1.854,-0.648,55,-1,0,0
0,0.05,5,-1.0,2610,15277,3628,5.851,-4.378,55,-1,0,0
0,0.05,9,-1.0,1378,518,970,0.376,0.331,30,-1,0,0
0,0.05,8,-1.0,1378,608,1098,0.441,0.361,30,-1,0,0
0,0.05,7,-1.0,1378,869,1270,0.63,0.302,30,-1,0,0
0,0.05,6,-1.0,1378,2890,1464,2.096,-0.972,30,-1,0,0
0,0.05,5,-1.0,1378,11132,1410,8.073,-6.772,30,-1,0,0
0,0.05,9,-1.0,4973,1633,4902,0.328,0.329,105,-1,28,0
0,0.05,8,-1.0,4973,1872,5622,0.376,0.377,105,-1,28,0
0,0.05,7,-1.0,4973,2114,6340,0.425,0.425,105,-1,28,0
0,0.05,6,-1.0,4973,2463,7327,0.495,0.487,105,-1,28,0
0,0.05,5,-1.0,4973,2875,7681,0.578,0.451,105,-1,28,0
0,0.05,9,-1.0,3768,1242,3727,0.33,0.33,80,-1,28,0
0,0.05,8,-1.0,3768,1393,4179,0.37,0.37,80,-1,28,0
0,0.05,7,-1.0,3768,1548,4645,0.411,0.411,80,-1,28,0
0,0.05,6,-1.0,3768,1815,5393,0.482,0.471,80,-1,28,0
0,0.05,5,-1.0,3768,2148,5590,0.57,0.42,80,-1,28,0
0,0.05,9,-1.0,2656,828,2487,0.312,0.312,55,-1,28,0
0,0.05,8,-1.0,2656,943,2829,0.355,0.355,55,-1,28,0
0,0.05,7,-1.0,2656,1082,3243,0.407,0.407,55,-1,28,0
0,0.05,6,-1.0,2656,1244,3675,0.468,0.455,55,-1,28,0
0,0.05,5,-1.0,2656,1506,3946,0.567,0.425,55,-1,28,0
0,0.05,9,-1.0,1433,438,1314,0.305,0.306,30,-1,28,0
0,0.05,8,-1.0,1433,495,1485,0.345,0.346,30,-1,28,0
0,0.05,7,-1.0,1433,561,1680,0.391,0.391,30,-1,28,0
0,0.05,6,-1.0,1433,648,1921,0.452,0.442,30,-1,28,0
0,0.05,5,-1.0,1433,802,2049,0.559,0.391,30,-1,28,0
0,0.05,9,-1.0,5028,1653,4942,0.329,0.329,105,-1,24,0
0,0.05,8,-1.0,5028,1870,5601,0.372,0.372,105,-1,24,0
0,0.05,7,-1.0,5028,2111,6307,0.42,0.418,105,-1,24,0
0,0.05,6,-1.0,5028,2425,7110,0.482,0.465,105,-1,24,0
0,0.05,5,-1.0,5028,3231,7679,0.642,0.396,105,-1,24,0
0,0.05,9,-1.0,3847,1231,3685,0.32,0.32,80,-1,24,0
0,0.05,8,-1.0,3847,1421,4258,0.369,0.37,80,-1,24,0
0,0.05,7,-1.0,3847,1611,4814,0.419,0.416,80,-1,24,0
0,0.05,6,-1.0,3847,1871,5467,0.486,0.464,80,-1,24,0
0,0.05,5,-1.0,3847,2423,5785,0.63,0.393,80,-1,24,0
0,0.05,9,-1.0,2716,865,2591,0.318,0.319,55,-1,24,0
0,0.05,8,-1.0,2716,981,2941,0.361,0.361,55,-1,24,0
0,0.05,7,-1.0,2716,1121,3350,0.413,0.411,55,-1,24,0
0,0.05,6,-1.0,2716,1316,3806,0.484,0.454,55,-1,24,0
0,0.05,5,-1.0,2716,1731,4102,0.637,0.391,55,-1,24,0
0,0.05,9,-1.0,1470,478,1433,0.325,0.326,30,-1,24,0
0,0.05,8,-1.0,1470,545,1634,0.37,0.371,30,-1,24,0
0,0.05,7,-1.0,1470,639,1906,0.434,0.431,30,-1,24,0
0,0.05,6,-1.0,1470,730,2140,0.496,0.475,30,-1,24,0
0,0.05,5,-1.0,1470,946,2298,0.643,0.415,30,-1,24,0
0,0.05,9,-1.0,5025,1590,4754,0.316,0.317,105,-1,20,0
0,0.05,8,-1.0,5025,1830,5476,0.364,0.364,105,-1,20,0
0,0.05,7,-1.0,5025,2096,6235,0.417,0.415,105,-1,20,0
0,0.05,6,-1.0,5025,2529,7204,0.503,0.465,105,-1,20,0
0,0.05,5,-1.0,5025,3554,7698,0.707,0.356,105,-1,20,0
0,0.05,9,-1.0,3735,1182,3534,0.316,0.317,80,-1,20,0
0,0.05,8,-1.0,3735,1323,3965,0.354,0.354,80,-1,20,0
0,0.05,7,-1.0,3735,1508,4501,0.404,0.402,80,-1,20,0
0,0.05,6,-1.0,3735,1783,5094,0.477,0.438,80,-1,20,0
0,0.05,5,-1.0,3735,2576,5558,0.69,0.342,80,-1,20,0
0,0.05,9,-1.0,2601,834,2489,0.321,0.321,55,-1,20,0
0,0.05,8,-1.0,2601,935,2790,0.359,0.359,55,-1,20,0
0,0.05,7,-1.0,2601,1089,3249,0.419,0.416,55,-1,20,0
0,0.05,6,-1.0,2601,1299,3707,0.499,0.458,55,-1,20,0
0,0.05,5,-1.0,2601,1816,3945,0.698,0.349,55,-1,20,0
0,0.05,9,-1.0,1423,469,1399,0.329,0.33,30,-1,20,0
0,0.05,8,-1.0,1423,518,1547,0.364,0.364,30,-1,20,0
0,0.05,7,-1.0,1423,588,1755,0.413,0.414,30,-1,20,0
0,0.05,6,-1.0,1423,696,1985,0.489,0.449,30,-1,20,0
0,0.05,5,-1.0,1423,993,2093,0.697,0.315,30,-1,20,0
0,0.05,9,-1.0,5060,1633,4862,0.323,0.323,105,-1,16,0
0,0.05,8,-1.0,5060,1869,5567,0.369,0.369,105,-1,16,0
0,0.05,7,-1.0,5060,2147,6313,0.424,0.415,105,-1,16,0
0,0.05,6,-1.0,5060,2631,7183,0.52,0.443,105,-1,16,0
0,0.05,5,-1.0,5060,3969,7819,0.784,0.309,105,-1,16,0
0,0.05,9,-1.0,3833,1269,3769,0.331,0.331,80,-1,16,0
0,0.05,8,-1.0,3833,1434,4271,0.374,0.374,80,-1,16,0
0,0.05,7,-1.0,3833,1643,4870,0.429,0.424,80,-1,16,0
0,0.05,6,-1.0,3833,1983,5443,0.517,0.444,80,-1,16,0
0,0.05,5,-1.0,3833,2987,5912,0.779,0.311,80,-1,16,0
0,0.05,9,-1.0,2627,873,2584,0.332,0.333,55,-1,16,0
0,0.05,8,-1.0,2627,998,2964,0.38,0.379,55,-1,16,0
0,0.05,7,-1.0,2627,1135,3348,0.432,0.424,55,-1,16,0
0,0.05,6,-1.0,2627,1405,3904,0.535,0.468,55,-1,16,0
0,0.05,5,-1.0,2627,2066,4178,0.786,0.33,55,-1,16,0
0,0.05,9,-1.0,1357,464,1377,0.342,0.342,30,-1,16,0
0,0.05,8,-1.0,1357,528,1573,0.389,0.39,30,-1,16,0
0,0.05,7,-1.0,1357,608,1801,0.448,0.443,30,-1,16,0
0,0.05,6,-1.0,1357,758,2123,0.558,0.499,30,-1,16,0
0,0.05,5,-1.0,1357,1079,2194,0.795,0.329,30,-1,16,0
0,0.05,9,-1.0,4856,1641,4845,0.338,0.338,105,-1,12,0
0,0.05,8,-1.0,4856,1899,5617,0.391,0.391,105,-1,12,0
0,0.05,7,-1.0,4856,2240,6506,0.461,0.448,105,-1,12,0
0,0.05,6,-1.0,4856,2791,7340,0.575,0.466,105,-1,12,0
0,0.05,5,-1.0,4856,4310,7851,0.887,0.28,105,-1,12,0
0,0.05,9,-1.0,3789,1224,3622,0.323,0.323,80,-1,12,0
0,0.05,8,-1.0,3789,1405,4161,0.371,0.37,80,-1,12,0
0,0.05,7,-1.0,3789,1614,4719,0.426,0.416,80,-1,12,0
0,0.05,6,-1.0,3789,2043,5396,0.539,0.433,80,-1,12,0
0,0.05,5,-1.0,3789,3268,5906,0.862,0.261,80,-1,12,0
0,0.05,9,-1.0,2619,832,2445,0.318,0.318,55,-1,12,0
0,0.05,8,-1.0,2619,968,2851,0.369,0.37,55,-1,12,0
0,0.05,7,-1.0,2619,1143,3336,0.436,0.427,55,-1,12,0
0,0.05,6,-1.0,2619,1450,3867,0.553,0.456,55,-1,12,0
0,0.05,5,-1.0,2619,2312,4183,0.882,0.259,55,-1,12,0
0,0.05,9,-1.0,1432,459,1348,0.32,0.321,30,-1,12,0
0,0.05,8,-1.0,1432,517,1530,0.361,0.361,30,-1,12,0
0,0.05,7,-1.0,1432,591,1725,0.412,0.401,30,-1,12,0
0,0.05,6,-1.0,1432,737,1948,0.514,0.41,30,-1,12,0
0,0.05,5,-1.0,1432,1208,2167,0.843,0.251,30,-1,12,0
0,0.05,9,-1.0,5115,1696,4885,0.332,0.331,105,-1,8,0
0,0.05,8,-1.0,5115,1974,5684,0.386,0.384,105,-1,8,0
0,0.05,7,-1.0,5115,2324,6544,0.454,0.437,105,-1,8,0
0,0.05,6,-1.0,5115,3064,7632,0.599,0.455,105,-1,8,0
0,0.05,5,-1.0,5115,5524,8280,1.08,0.135,105,-1,8,0
0,0.05,9,-1.0,3827,1216,3499,0.318,0.318,80,-1,8,0
0,0.05,8,-1.0,3827,1449,4192,0.379,0.379,80,-1,8,0
0,0.05,7,-1.0,3827,1748,4946,0.457,0.439,80,-1,8,0
0,0.05,6,-1.0,3827,2302,5677,0.601,0.439,80,-1,8,0
0,0.05,5,-1.0,3827,4147,6057,1.083,0.103,80,-1,8,0
0,0.05,9,-1.0,2684,846,2405,0.315,0.315,55,-1,8,0
0,0.05,8,-1.0,2684,980,2823,0.365,0.364,55,-1,8,0
0,0.05,7,-1.0,2684,1144,3251,0.426,0.412,55,-1,8,0
0,0.05,6,-1.0,2684,1530,3769,0.57,0.405,55,-1,8,0
0,0.05,5,-1.0,2684,2910,4097,1.084,0.072,55,-1,8,0
0,0.05,9,-1.0,1462,446,1289,0.305,0.306,30,-1,8,0
0,0.05,8,-1.0,1462,524,1518,0.358,0.357,30,-1,8,0
0,0.05,7,-1.0,1462,608,1737,0.416,0.405,30,-1,8,0
0,0.05,6,-1.0,1462,816,2026,0.558,0.407,30,-1,8,0
0,0.05,5,-1.0,1462,1577,2230,1.078,0.089,30,-1,8,0
0,0.05,9,-1.0,5077,1909,5239,0.376,0.376,105,-1,4,0
0,0.05,8,-1.0,5077,2252,6206,0.443,0.442,105,-1,4,0
0,0.05,7,-1.0,5077,2696,7292,0.531,0.507,105,-1,4,0
0,0.05,6,-1.0,5077,3694,8390,0.727,0.479,105,-1,4,0
0,0.05,5,-1.0,5077,8387,8583,1.652,-0.318,105,-1,4,0
0,0.05,9,-1.0,3764,1312,3595,0.348,0.348,80,-1,4,0
0,0.05,8,-1.0,3764,1545,4274,0.41,0.408,80,-1,4,0
0,0.05,7,-1.0,3764,1847,4979,0.491,0.466,80,-1,4,0
0,0.05,6,-1.0,3764,2619,5718,0.696,0.412,80,-1,4,0
0,0.05,5,-1.0,3764,6482,5995,1.722,-0.446,80,-1,4,0
0,0.05,9,-1.0,2611,859,2352,0.329,0.329,55,-1,4,0
0,0.05,8,-1.0,2611,996,2768,0.381,0.379,55,-1,4,0
0,0.05,7,-1.0,2611,1234,3282,0.472,0.435,55,-1,4,0
0,0.05,6,-1.0,2611,1820,3792,0.697,0.362,55,-1,4,0
0,0.05,5,-1.0,2611,4978,3967,1.906,-0.652,55,-1,4,0
0,0.05,9,-1.0,1473,450,1212,0.305,0.306,30,-1,4,0
0,0.05,8,-1.0,1473,508,1367,0.345,0.343,30,-1,4,0
0,0.05,7,-1.0,1473,610,1597,0.414,0.379,30,-1,4,0
0,0.05,6,-1.0,1473,951,1856,0.645,0.286,30,-1,4,0
0,0.05,5,-1.0,1473,2911,2041,1.975,-0.809,30,-1,4,0
0,0.05,9,-1.0,4940,2908,6245,0.589,0.466,105,-1,0,0
0,0.05,8,-1.0,4940,3273,7225,0.662,0.526,105,-1,0,0
0,0.05,7,-1.0,4940,3971,8069,0.804,0.52,105,-1,0,0
0,0.05,6,-1.0,4940,8081,8992,1.635,-0.157,105,-1,0,0
0,0.05,5,-1.0,4940,24478,8601,4.954,-3.356,105,-1,0,0
0,0.05,9,-1.0,3824,1942,3953,0.508,0.388,80,-1,0,0
0,0.05,8,-1.0,3824,2203,4642,0.576,0.441,80,-1,0,0
0,0.05,7,-1.0,3824,2793,5283,0.73,0.413,80,-1,0,0
0,0.05,6,-1.0,3824,6396,5936,1.672,-0.335,80,-1,0,0
0,0.05,5,-1.0,3824,19743,5844,5.162,-3.656,80,-1,0,0
0,0.05,9,-1.0,2543,1210,2304,0.476,0.376,55,-1,0,0
0,0.05,8,-1.0,2543,1387,2735,0.545,0.422,55,-1,0,0
0,0.05,7,-1.0,2543,1829,3243,0.719,0.38,55,-1,0,0
0,0.05,6,-1.0,2543,4634,3654,1.822,-0.55,55,-1,0,0
0,0.05,5,-1.0,2543,14711,3701,5.783,-4.271,55,-1,0,0
0,0.05,9,-1.0,1443,554,1044,0.384,0.341,30,-1,0,0
0,0.05,8,-1.0,1443,651,1178,0.451,0.367,30,-1,0,0
0,0.05,7,-1.0,1443,986,1344,0.683,0.259,30,-1,0,0
0,0.05,6,-1.0,1443,2950,1531,2.043,-0.93,30,-1,0,0
0,0.05,5,-1.0,1443,11380,1559,7.881,-6.564,30,-1,0,0
0,0.05,9,-1.0,5061,1607,4823,0.317,0.318,105,-1,28,0
0,0.05,8,-1.0,5061,1837,5513,0.363,0.363,105,-1,28,0
0,0.05,7,-1.0,5061,2099,6295,0.415,0.414,105,-1,28,0
0,0.05,6,-1.0,5061,2381,7111,0.47,0.466,105,-1,28,0
0,0.05,5,-1.0,5061,2832,7607,0.559,0.439,105,-1,28,0
0,0.05,9,-1.0,3853,1200,3602,0.311,0.312,80,-1,28,0
0,0.05,8,-1.0,3853,1392,4176,0.361,0.361,80,-1,28,0
0,0.05,7,-1.0,3853,1573,4716,0.408,0.408,80,-1,28,0
0,0.05,6,-1.0,3853,1814,5403,0.471,0.464,80,-1,28,0
0,0.05,5,-1.0,3853,2187,5824,0.567,0.441,80,-1,28,0
0,0.05,9,-1.0,2659,889,2667,0.334,0.335,55,-1,28,0
0,0.05,8,-1.0,2659,996,2989,0.374,0.375,55,-1,28,0
0,0.05,7,-1.0,2659,1110,3331,0.417,0.418,55,-1,28,0
0,0.05,6,-1.0,2659,1293,3841,0.486,0.477,55,-1,28,0
0,0.05,5,-1.0,2659,1519,4040,0.571,0.45,55,-1,28,0
0,0.05,9,-1.0,1430,459,1380,0.321,0.321,30,-1,28,0
0,0.05,8,-1.0,1430,532,1596,0.372,0.372,30,-1,28,0
0,0.05,7,-1.0,1430,605,1815,0.423,0.423,30,-1,28,0
0,0.05,6,-1.0,1430,701,2076,0.49,0.479,30,-1,28,0
0,0.05,5,-1.0,1430,828,2181,0.579,0.444,30,-1,28,0
0,0.05,9,-1.0,5026,1624,4858,0.323,0.323,105,-1,24,0
0,0.05,8,-1.0,5026,1829,5477,0.364,0.364,105,-1,24,0
0,0.05,7,-1.0,5026,2086,6244,0.415,0.415,105,-1,24,0
0,0.05,6,-1.0,5026,2444,7163,0.486,0.467,105,-1,24,0
0,0.05,5,-1.0,5026,3188,7669,0.634,0.406,105,-1,24,0
0,0.05,9,-1.0,3759,1226,3674,0.326,0.326,80,-1,24,0
0,0.05,8,-1.0,3759,1396,4181,0.371,0.372,80,-1,24,0
0,0.05,7,-1.0,3759,1624,4855,0.432,0.431,80,-1,24,0
0,0.05,6,-1.0,3759,1832,5408,0.487,0.475,80,-1,24,0
0,0.05,5,-1.0,3759,2410,5838,0.641,0.416,80,-1,24,0
0,0.05,9,-1.0,2609,848,2540,0.325,0.325,55,-1,24,0
0,0.05,8,-1.0,2609,962,2882,0.369,0.369,55,-1,24,0
0,0.05,7,-1.0,2609,1081,3236,0.414,0.414,55,-1,24,0
0,0.05,6,-1.0,2609,1250,3648,0.479,0.454,55,-1,24,0
0,0.05,5,-1.0,2609,1627,3921,0.623,0.397,55,-1,24,0
0,0.05,9,-1.0,1430,447,1337,0.312,0.313,30,-1,24,0
0,0.05,8,-1.0,1430,500,1490,0.349,0.349,30,-1,24,0
0,0.05,7,-1.0,1430,576,1719,0.403,0.4,30,-1,24,0
0,0.05,6,-1.0,1430,665,1951,0.465,0.447,30,-1,24,0
0,0.05,5,-1.0,1430,863,2079,0.603,0.382,30,-1,24,0
0,0.05,9,-1.0,5082,1679,5016,0.33,0.331,105,-1,20,0
0,0.05,8,-1.0,5082,1888,5651,0.371,0.372,105,-1,20,0
0,0.05,7,-1.0,5082,2178,6486,0.428,0.426,105,-1,20,0
0,0.05,6,-1.0,5082,2563,7366,0.504,0.47,105,-1,20,0
0,0.05,5,-1.0,5082,3626,8032,0.713,0.377,105,-1,20,0
0,0.05,9,-1.0,3647,1282,3828,0.351,0.352,80,-1,20,0
0,0.05,8,-1.0,3647,1446,4321,0.396,0.397,80,-1,20,0
0,0.05,7,-1.0,3647,1598,4777,0.438,0.438,80,-1,20,0
0,0.05,6,-1.0,3647,1893,5451,0.519,0.484,80,-1,20,0
0,0.05,5,-1.0,3647,2666,5856,0.731,0.376,80,-1,20,0
0,0.05,9,-1.0,2701,907,2711,0.336,0.336,55,-1,20,0
0,0.05,8,-1.0,2701,1009,3009,0.373,0.374,55,-1,20,0
0,0.05,7,-1.0,2701,1166,3470,0.432,0.427,55,-1,20,0
0,0.05,6,-1.0,2701,1357,3915,0.502,0.468,55,-1,20,0
0,0.05,5,-1.0,2701,1878,4232,0.695,0.383,55,-1,20,0
0,0.05,9,-1.0,1452,469,1401,0.323,0.323,30,-1,20,0
0,0.05,8,-1.0,1452,527,1578,0.363,0.363,30,-1,20,0
0,0.05,7,-1.0,1452,593,1770,0.408,0.406,30,-1,20,0
0,0.05,6,-1.0,1452,716,2046,0.493,0.449,30,-1,20,0
0,0.05,5,-1.0,1452,1017,2238,0.7,0.365,30,-1,20,0
0,0.05,9,-1.0,5023,1568,4667,0.312,0.312,105,-1,16,0
0,0.05,8,-1.0,5023,1819,5409,0.362,0.361,105,-1,16,0
0,0.05,7,-1.0,5023,2100,6214,0.418,0.412,105,-1,16,0
0,0.05,6,-1.0,5023,2582,7120,0.514,0.447,105,-1,16,0
0,0.05,5,-1.0,5023,3859,7800,0.768,0.328,105,-1,16,0
0,0.05,9,-1.0,3724,1250,3695,0.336,0.336,80,-1,16,0
0,0.05,8,-1.0,3724,1423,4223,0.382,0.382,80,-1,16,0
0,0.05,7,-1.0,3724,1617,4780,0.434,0.427,80,-1,16,0
0,0.05,6,-1.0,3724,1974,5477,0.53,0.467,80,-1,16,0
0,0.05,5,-1.0,3724,2900,5931,0.779,0.34,80,-1,16,0
0,0.05,9,-1.0,2630,851,2533,0.323,0.324,55,-1,16,0
0,0.05,8,-1.0,2630,983,2930,0.374,0.374,55,-1,16,0
0,0.05,7,-1.0,2630,1130,3360,0.429,0.427,55,-1,16,0
0,0.05,6,-1.0,2630,1364,3787,0.518,0.454,55,-1,16,0
0,0.05,5,-1.0,2630,2024,4050,0.769,0.31,55,-1,16,0
0,0.05,9,-1.0,1393,451,1337,0.324,0.324,30,-1,16,0
0,0.05,8,-1.0,1393,524,1558,0.376,0.377,30,-1,16,0
0,0.05,7,-1.0,1393,628,1844,0.451,0.44,30,-1,16,0
0,0.05,6,-1.0,1393,719,2000,0.516,0.452,30,-1,16,0
0,0.05,5,-1.0,1393,1095,2221,0.786,0.326,30,-1,16,0
0,0.05,9,-1.0,4966,1651,4882,0.332,0.333,105,-1,12,0
0,0.05,8,-1.0,4966,1880,5555,0.378,0.378,105,-1,12,0
0,0.05,7,-1.0,4966,2228,6493,0.449,0.44,105,-1,12,0
0,0.05,6,-1.0,4966,2792,7491,0.562,0.474,105,-1,12,0
0,0.05,5,-1.0,4966,4360,8144,0.878,0.299,105,-1,12,0
0,0.05,9,-1.0,3878,1245,3651,0.321,0.321,80,-1,12,0
0,0.05,8,-1.0,3878,1421,4182,0.366,0.366,80,-1,12,0
0,0.05,7,-1.0,3878,1637,4789,0.422,0.415,80,-1,12,0
0,0.05,6,-1.0,3878,2100,5482,0.541,0.425,80,-1,12,0
0,0.05,5,-1.0,3878,3305,6009,0.852,0.267,80,-1,12,0
0,0.05,9,-1.0,2676,820,2408,0.306,0.307,55,-1,12,0
0,0.05,8,-1.0,2676,975,2871,0.364,0.365,55,-1,12,0
0,0.05,7,-1.0,2676,1109,3251,0.414,0.407,55,-1,12,0
0,0.05,6,-1.0,2676,1416,3728,0.529,0.423,55,-1,12,0
0,0.05,5,-1.0,2676,2279,4136,0.851,0.262,55,-1,12,0
0,0.05,9,-1.0,1440,467,1369,0.324,0.325,30,-1,12,0
0,0.05,8,-1.0,1440,530,1549,0.368,0.366,30,-1,12,0
0,0.05,7,-1.0,1440,609,1791,0.423,0.419,30,-1,12,0
0,0.05,6,-1.0,1440,755,2017,0.524,0.429,30,-1,12,0
0,0.05,5,-1.0,1440,1213,2155,0.842,0.245,30,-1,12,0
0,0.05,9,-1.0,4975,1674,4853,0.336,0.337,105,-1,8,0
0,0.05,8,-1.0,4975,1939,5632,0.39,0.389,105,-1,8,0
0,0.05,7,-1.0,4975,2276,6488,0.457,0.447,105,-1,8,0
0,0.05,6,-1.0,4975,2997,7577,0.602,0.469,105,-1,8,0
0,0.05,5,-1.0,4975,5383,8158,1.082,0.138,105,-1,8,0
0,0.05,9,-1.0,3828,1244,3592,0.325,0.325,80,-1,8,0
0,0.05,8,-1.0,3828,1417,4115,0.37,0.37,80,-1,8,0
0,0.05,7,-1.0,3828,1641,4708,0.429,0.419,80,-1,8,0
0,0.05,6,-1.0,3828,2169,5457,0.566,0.431,80,-1,8,0
0,0.05,5,-1.0,3828,4055,6008,1.059,0.126,80,-1,8,0
0,0.05,9,-1.0,2628,848,2447,0.323,0.323,55,-1,8,0
0,0.05,8,-1.0,2628,965,2799,0.367,0.367,55,-1,8,0
0,0.05,7,-1.0,2628,1115,3193,0.424,0.41,55,-1,8,0
0,0.05,6,-1.0,2628,1453,3677,0.553,0.418,55,-1,8,0
0,0.05,5,-1.0,2628,2745,3968,1.044,0.089,55,-1,8,0
0,0.05,9,-1.0,1430,500,1419,0.349,0.35,30,-1,8,0
0,0.05,8,-1.0,1430,585,1678,0.409,0.407,30,-1,8,0
0,0.05,7,-1.0,1430,670,1919,0.468,0.458,30,-1,8,0
0,0.05,6,-1.0,1430,844,2122,0.59,0.44,30,-1,8,0
0,0.05,5,-1.0,1430,1561,2256,1.091,0.09,30,-1,8,0
0,0.05,9,-1.0,4879,1848,5103,0.379,0.379,105,-1,4,0
0,0.05,8,-1.0,4879,2172,6018,0.445,0.445,105,-1,4,0
0,0.05,7,-1.0,4879,2573,6953,0.527,0.508,105,-1,4,0
0,0.05,6,-1.0,4879,3479,8020,0.713,0.49,105,-1,4,0
0,0.05,5,-1.0,4879,7699,8296,1.578,-0.245,105,-1,4,0
0,0.05,9,-1.0,3853,1320,3619,0.343,0.343,80,-1,4,0
