InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes
1000,0.1,3,0.9,115,55,50,0.478,0.435
1000,0.1,2,0.9,115,74,65,0.643,0.565
1000,0.1,1,0.9,115,83,71,0.722,0.617
1000,0.1,5,0.85,117,12,10,0.103,0.085
1000,0.1,4,0.85,117,34,31,0.291,0.265
1000,0.1,3,0.85,117,56,45,0.479,0.385
1000,0.1,2,0.85,117,85,65,0.726,0.556
1000,0.1,1,0.85,117,91,72,0.778,0.615
1000,0.1,5,0.8,94,14,12,0.149,0.128
1000,0.1,4,0.8,94,20,17,0.213,0.181
1000,0.1,3,0.8,94,41,31,0.436,0.33
1000,0.1,2,0.8,94,70,48,0.745,0.511
1000,0.1,1,0.8,94,73,55,0.777,0.585
1000,0.1,5,0.75,106,12,9,0.113,0.085
1000,0.1,4,0.75,106,25,17,0.236,0.16
1000,0.1,3,0.75,106,40,25,0.377,0.236
1000,0.1,2,0.75,106,69,39,0.651,0.368
1000,0.1,1,0.75,106,80,43,0.755,0.406
1000,0.1,5,0.7,98,3,1,0.031,0.01
1000,0.1,4,0.7,98,9,5,0.092,0.051
1000,0.1,3,0.7,98,27,14,0.276,0.143
1000,0.1,2,0.7,98,61,28,0.622,0.286
1000,0.1,1,0.7,98,74,38,0.755,0.388
1000,0.1,5,1.0,90,45,45,0.5,0.5
1000,0.1,4,1.0,90,57,57,0.633,0.633
1000,0.1,3,1.0,90,67,67,0.744,0.744
1000,0.1,2,1.0,90,76,76,0.844,0.844
1000,0.1,1,1.0,90,79,76,0.878,0.844
1000,0.1,5,0.95,101,30,27,0.297,0.267
1000,0.1,4,0.95,101,50,46,0.495,0.455
1000,0.1,3,0.95,101,57,53,0.564,0.525
1000,0.1,2,0.95,101,73,65,0.723,0.644
1000,0.1,1,0.95,101,70,63,0.693,0.624
1000,0.1,5,0.9,93,10,8,0.108,0.086
1000,0.1,4,0.9,93,24,23,0.258,0.247
1000,0.1,3,0.9,93,46,42,0.495,0.452
1000,0.1,2,0.9,93,61,58,0.656,0.624
1000,0.1,1,0.9,93,70,65,0.753,0.699
1000,0.1,5,0.85,91,7,7,0.077,0.077
1000,0.1,4,0.85,91,17,16,0.187,0.176
1000,0.1,3,0.85,91,29,27,0.319,0.297
1000,0.1,2,0.85,91,52,44,0.571,0.484
1000,0.1,1,0.85,91,62,51,0.681,0.56
1000,0.1,5,0.8,97,4,2,0.041,0.021
1000,0.1,4,0.8,97,11,9,0.113,0.093
1000,0.1,3,0.8,97,27,20,0.278,0.206
1000,0.1,2,0.8,97,56,39,0.577,0.402
1000,0.1,1,0.8,97,73,49,0.753,0.505
1000,0.1,5,0.75,98,0,0,0.0,0.0
1000,0.1,4,0.75,98,4,3,0.041,0.031
1000,0.1,3,0.75,98,26,15,0.265,0.153
1000,0.1,2,0.75,98,56,35,0.571,0.357
1000,0.1,1,0.75,98,72,50,0.735,0.51
1000,0.1,5,0.7,108,1,0,0.009,0.0
1000,0.1,4,0.7,108,3,1,0.028,0.009
1000,0.1,3,0.7,108,15,4,0.139,0.037
1000,0.1,2,0.7,108,59,28,0.546,0.259
1000,0.1,1,0.7,108,96,52,0.889,0.481
100,0.1,5,1.0,9,3,3,0.333,0.333
100,0.1,4,1.0,9,7,7,0.778,0.778
100,0.1,3,1.0,9,7,7,0.778,0.778
100,0.1,2,1.0,9,8,8,0.889,0.889
100,0.1,1,1.0,9,7,7,0.778,0.778
100,0.1,5,0.95,10,0,0,0.0,0.0
100,0.1,4,0.95,10,0,0,0.0,0.0
100,0.1,3,0.95,10,1,1,0.1,0.1
100,0.1,2,0.95,10,2,2,0.2,0.2
100,0.1,1,0.95,10,2,2,0.2,0.2
100,0.1,5,0.9,9,0,0,0.0,0.0
100,0.1,4,0.9,9,1,1,0.111,0.111
100,0.1,3,0.9,9,3,3,0.333,0.333
100,0.1,2,0.9,9,4,4,0.444,0.444
100,0.1,1,0.9,9,7,5,0.778,0.556
100,0.1,5,0.85,8,0,0,0.0,0.0
100,0.1,4,0.85,8,0,0,0.0,0.0
100,0.1,3,0.85,8,2,2,0.25,0.25
100,0.1,2,0.85,8,8,5,1.0,0.625
100,0.1,1,0.85,8,8,6,1.0,0.75
100,0.1,5,0.8,7,0,0,0.0,0.0
100,0.1,4,0.8,7,1,1,0.143,0.143
100,0.1,3,0.8,7,1,1,0.143,0.143
100,0.1,2,0.8,7,4,4,0.571,0.571
100,0.1,1,0.8,7,8,6,1.143,0.857
100,0.1,5,0.75,4,0,0,0.0,0.0
100,0.1,4,0.75,4,1,0,0.25,0.0
100,0.1,3,0.75,4,2,0,0.5,0.0
100,0.1,2,0.75,4,3,1,0.75,0.25
100,0.1,1,0.75,4,3,1,0.75,0.25
100,0.1,5,0.7,12,0,0,0.0,0.0
100,0.1,4,0.7,12,0,0,0.0,0.0
100,0.1,3,0.7,12,1,0,0.083,0.0
100,0.1,2,0.7,12,7,4,0.583,0.333
100,0.1,1,0.7,12,10,7,0.833,0.583
100,0.1,5,1.0,14,3,3,0.214,0.214
100,0.1,4,1.0,14,4,4,0.286,0.286
100,0.1,3,1.0,14,8,8,0.571,0.571
100,0.1,2,1.0,14,8,8,0.571,0.571
100,0.1,1,1.0,14,12,10,0.857,0.714
100,0.1,5,0.95,8,1,1,0.125,0.125
100,0.1,4,0.95,8,1,1,0.125,0.125
100,0.1,3,0.95,8,5,5,0.625,0.625
100,0.1,2,0.95,8,6,6,0.75,0.75
100,0.1,1,0.95,8,7,7,0.875,0.875
100,0.1,5,0.9,14,0,0,0.0,0.0
100,0.1,4,0.9,14,0,0,0.0,0.0
100,0.1,3,0.9,14,6,5,0.429,0.357
100,0.1,2,0.9,14,10,9,0.714,0.643
100,0.1,1,0.9,14,11,9,0.786,0.643
100,0.1,5,0.85,5,1,1,0.2,0.2
100,0.1,4,0.85,5,2,2,0.4,0.4
100,0.1,3,0.85,5,2,2,0.4,0.4
100,0.1,2,0.85,5,3,3,0.6,0.6
100,0.1,1,0.85,5,3,3,0.6,0.6
100,0.1,5,0.8,7,0,0,0.0,0.0
100,0.1,4,0.8,7,1,0,0.143,0.0
100,0.1,3,0.8,7,2,0,0.286,0.0
100,0.1,2,0.8,7,5,3,0.714,0.429
100,0.1,1,0.8,7,7,5,1.0,0.714
100,0.1,5,0.75,8,0,0,0.0,0.0
100,0.1,4,0.75,8,1,1,0.125,0.125
100,0.1,3,0.75,8,1,1,0.125,0.125
100,0.1,2,0.75,8,5,3,0.625,0.375
100,0.1,1,0.75,8,9,6,1.125,0.75
100,0.1,5,0.7,9,0,0,0.0,0.0
100,0.1,4,0.7,9,0,0,0.0,0.0
100,0.1,3,0.7,9,0,0,0.0,0.0
100,0.1,2,0.7,9,4,1,0.444,0.111
100,0.1,1,0.7,9,9,2,1.0,0.222
100,0.1,5,1.0,11,4,4,0.364,0.364
100,0.1,4,1.0,11,5,5,0.455,0.455
100,0.1,3,1.0,11,9,9,0.818,0.818
100,0.1,2,1.0,11,9,9,0.818,0.818
100,0.1,1,1.0,11,9,9,0.818,0.818
100,0.1,5,0.95,8,1,1,0.125,0.125
100,0.1,4,0.95,8,1,1,0.125,0.125
100,0.1,3,0.95,8,2,2,0.25,0.25
100,0.1,2,0.95,8,3,3,0.375,0.375
100,0.1,1,0.95,8,4,4,0.5,0.5
100,0.1,5,0.9,8,0,0,0.0,0.0
100,0.1,4,0.9,8,0,0,0.0,0.0
100,0.1,3,0.9,8,3,3,0.375,0.375
100,0.1,2,0.9,8,6,5,0.75,0.625
100,0.1,1,0.9,8,8,6,1.0,0.75
100,0.1,5,0.85,8,0,0,0.0,0.0
100,0.1,4,0.85,8,0,0,0.0,0.0
100,0.1,3,0.85,8,0,0,0.0,0.0
100,0.1,2,0.85,8,1,1,0.125,0.125
100,0.1,1,0.85,8,6,5,0.75,0.625
100,0.1,5,0.8,10,0,0,0.0,0.0
100,0.1,4,0.8,10,0,0,0.0,0.0
100,0.1,3,0.8,10,0,0,0.0,0.0
100,0.1,2,0.8,10,6,5,0.6,0.5
100,0.1,1,0.8,10,6,5,0.6,0.5
100,0.1,5,0.75,14,0,0,0.0,0.0
100,0.1,4,0.75,14,1,1,0.071,0.071
100,0.1,3,0.75,14,3,3,0.214,0.214
100,0.1,2,0.75,14,4,3,0.286,0.214
100,0.1,1,0.75,14,9,7,0.643,0.5
100,0.1,5,0.7,10,0,0,0.0,0.0
100,0.1,4,0.7,10,1,1,0.1,0.1
100,0.1,3,0.7,10,2,2,0.2,0.2
100,0.1,2,0.7,10,6,5,0.6,0.5
100,0.1,1,0.7,10,16,7,1.6,0.7
100,0.1,5,1.0,11,2,2,0.182,0.182
100,0.1,4,1.0,11,2,2,0.182,0.182
100,0.1,3,1.0,11,2,2,0.182,0.182
100,0.1,2,1.0,11,4,4,0.364,0.364
100,0.1,1,1.0,11,7,6,0.636,0.545
100,0.1,5,0.95,10,0,0,0.0,0.0
100,0.1,4,0.95,10,3,3,0.3,0.3
100,0.1,3,0.95,10,4,4,0.4,0.4
100,0.1,2,0.95,10,4,4,0.4,0.4
100,0.1,1,0.95,10,6,6,0.6,0.6
100,0.1,5,0.9,13,0,0,0.0,0.0
100,0.1,4,0.9,13,0,0,0.0,0.0
100,0.1,3,0.9,13,1,1,0.077,0.077
100,0.1,2,0.9,13,3,2,0.231,0.154
100,0.1,1,0.9,13,10,7,0.769,0.538
100,0.1,5,0.85,11,0,0,0.0,0.0
100,0.1,4,0.85,11,0,0,0.0,0.0
100,0.1,3,0.85,11,3,3,0.273,0.273
100,0.1,2,0.85,11,5,5,0.455,0.455
100,0.1,1,0.85,11,10,8,0.909,0.727
100,0.1,5,0.8,7,0,0,0.0,0.0
100,0.1,4,0.8,7,0,0,0.0,0.0
100,0.1,3,0.8,7,0,0,0.0,0.0
100,0.1,2,0.8,7,1,0,0.143,0.0
100,0.1,1,0.8,7,4,1,0.571,0.143
100,0.1,5,0.75,4,0,0,0.0,0.0
100,0.1,4,0.75,4,1,0,0.25,0.0
100,0.1,3,0.75,4,1,0,0.25,0.0
100,0.1,2,0.75,4,2,0,0.5,0.0
100,0.1,1,0.75,4,8,1,2.0,0.25
100,0.1,5,0.7,10,0,0,0.0,0.0
100,0.1,4,0.7,10,1,1,0.1,0.1
100,0.1,3,0.7,10,3,2,0.3,0.2
100,0.1,2,0.7,10,4,2,0.4,0.2
100,0.1,1,0.7,10,8,4,0.8,0.4
100,0.1,5,1.0,14,0,0,0.0,0.0
100,0.1,4,1.0,14,2,2,0.143,0.143
100,0.1,3,1.0,14,2,2,0.143,0.143
100,0.1,2,1.0,14,10,10,0.714,0.714
100,0.1,1,1.0,14,12,12,0.857,0.857
100,0.1,5,0.95,11,0,0,0.0,0.0
100,0.1,4,0.95,11,1,1,0.091,0.091
100,0.1,3,0.95,11,4,4,0.364,0.364
100,0.1,2,0.95,11,7,7,0.636,0.636
100,0.1,1,0.95,11,7,7,0.636,0.636
100,0.1,5,0.9,7,0,0,0.0,0.0
100,0.1,4,0.9,7,0,0,0.0,0.0
100,0.1,3,0.9,7,3,3,0.429,0.429
100,0.1,2,0.9,7,4,4,0.571,0.571
100,0.1,1,0.9,7,7,6,1.0,0.857
100,0.1,5,0.85,14,0,0,0.0,0.0
100,0.1,4,0.85,14,0,0,0.0,0.0
100,0.1,3,0.85,14,2,2,0.143,0.143
100,0.1,2,0.85,14,1,1,0.071,0.071
100,0.1,1,0.85,14,8,6,0.571,0.429
100,0.1,5,0.8,11,0,0,0.0,0.0
100,0.1,4,0.8,11,0,0,0.0,0.0
100,0.1,3,0.8,11,1,1,0.091,0.091
100,0.1,2,0.8,11,3,2,0.273,0.182
100,0.1,1,0.8,11,10,3,0.909,0.273
100,0.1,5,0.75,11,0,0,0.0,0.0
100,0.1,4,0.75,11,0,0,0.0,0.0
100,0.1,3,0.75,11,0,0,0.0,0.0
100,0.1,2,0.75,11,3,2,0.273,0.182
100,0.1,1,0.75,11,9,5,0.818,0.455
100,0.1,5,0.7,8,0,0,0.0,0.0
100,0.1,4,0.7,8,0,0,0.0,0.0
100,0.1,3,0.7,8,0,0,0.0,0.0
100,0.1,2,0.7,8,2,2,0.25,0.25
100,0.1,1,0.7,8,9,6,1.125,0.75
100,0.1,5,1.0,8,1,1,0.125,0.125
100,0.1,4,1.0,8,6,6,0.75,0.75
100,0.1,3,1.0,8,8,8,1.0,1.0
100,0.1,2,1.0,8,8,8,1.0,1.0
100,0.1,1,1.0,8,8,8,1.0,1.0
100,0.1,5,0.95,7,0,0,0.0,0.0
100,0.1,4,0.95,7,2,2,0.286,0.286
100,0.1,3,0.95,7,4,4,0.571,0.571
100,0.1,2,0.95,7,4,4,0.571,0.571
100,0.1,1,0.95,7,6,5,0.857,0.714
100,0.1,5,0.9,9,0,0,0.0,0.0
100,0.1,4,0.9,9,0,0,0.0,0.0
100,0.1,3,0.9,9,3,3,0.333,0.333
100,0.1,2,0.9,9,2,2,0.222,0.222
100,0.1,1,0.9,9,2,2,0.222,0.222
100,0.1,5,0.85,9,0,0,0.0,0.0
100,0.1,4,0.85,9,0,0,0.0,0.0
100,0.1,3,0.85,9,1,1,0.111,0.111
100,0.1,2,0.85,9,0,0,0.0,0.0
100,0.1,1,0.85,9,4,4,0.444,0.444
100,0.1,5,0.8,6,0,0,0.0,0.0
100,0.1,4,0.8,6,0,0,0.0,0.0
100,0.1,3,0.8,6,0,0,0.0,0.0
100,0.1,2,0.8,6,1,1,0.167,0.167
100,0.1,1,0.8,6,3,3,0.5,0.5
100,0.1,5,0.75,11,0,0,0.0,0.0
100,0.1,4,0.75,11,0,0,0.0,0.0
100,0.1,3,0.75,11,0,0,0.0,0.0
100,0.1,2,0.75,11,0,0,0.0,0.0
100,0.1,1,0.75,11,1,0,0.091,0.0
100,0.1,5,0.7,10,0,0,0.0,0.0
100,0.1,4,0.7,10,0,0,0.0,0.0
100,0.1,3,0.7,10,0,0,0.0,0.0
100,0.1,2,0.7,10,0,0,0.0,0.0
100,0.1,1,0.7,10,3,2,0.3,0.2
