InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Coverage Depth,Ratio
100,0.1,3,0.9,10,3,3,0.3,0.273,0.85
100,0.1,2,0.9,10,3,3,0.3,0.273,0.85
100,0.1,1,0.9,10,2,2,0.2,0.182,0.85
100,0.1,5,0.9,8,0,0,0.0,0.0,0.825
100,0.1,4,0.9,8,0,0,0.0,0.0,0.825
100,0.1,3,0.9,8,2,1,0.25,0.111,0.825
100,0.1,2,0.9,8,4,3,0.5,0.333,0.825
100,0.1,1,0.9,8,1,0,0.125,0.0,0.825
100,0.1,5,0.9,9,2,2,0.222,0.2,0.8
100,0.1,4,0.9,9,0,0,0.0,0.0,0.8
100,0.1,3,0.9,9,1,1,0.111,0.1,0.8
100,0.1,2,0.9,9,3,3,0.333,0.3,0.8
100,0.1,1,0.9,9,2,1,0.222,0.1,0.8
100,0.1,5,0.9,9,0,0,0.0,0.0,0.775
100,0.1,4,0.9,9,0,0,0.0,0.0,0.775
100,0.1,3,0.9,9,2,2,0.222,0.2,0.775
100,0.1,2,0.9,9,3,3,0.333,0.3,0.775
100,0.1,1,0.9,9,1,1,0.111,0.1,0.775
100,0.1,5,0.9,7,0,0,0.0,0.0,0.75
100,0.1,4,0.9,7,0,0,0.0,0.0,0.75
100,0.1,3,0.9,7,3,3,0.429,0.375,0.75
100,0.1,2,0.9,7,3,3,0.429,0.375,0.75
100,0.1,1,0.9,7,0,0,0.0,0.0,0.75
100,0.1,5,0.9,6,1,1,0.167,0.143,0.725
100,0.1,4,0.9,6,2,2,0.333,0.286,0.725
100,0.1,3,0.9,6,2,2,0.333,0.286,0.725
100,0.1,2,0.9,6,2,2,0.333,0.286,0.725
100,0.1,1,0.9,6,1,0,0.167,0.0,0.725
100,0.1,5,0.9,10,0,0,0.0,0.0,0.7
100,0.1,4,0.9,10,0,0,0.0,0.0,0.7
100,0.1,3,0.9,10,0,0,0.0,0.0,0.7
100,0.1,2,0.9,10,4,4,0.4,0.364,0.7
100,0.1,1,0.9,10,0,0,0.0,0.0,0.7
100,0.1,5,0.9,10,0,0,0.0,0.0,0.675
100,0.1,4,0.9,10,1,1,0.1,0.091,0.675
100,0.1,3,0.9,10,1,1,0.1,0.091,0.675
100,0.1,2,0.9,10,3,3,0.3,0.273,0.675
100,0.1,1,0.9,10,0,0,0.0,0.0,0.675
100,0.1,5,0.9,14,0,0,0.0,0.0,0.65
100,0.1,4,0.9,14,1,1,0.071,0.067,0.65
100,0.1,3,0.9,14,1,1,0.071,0.067,0.65
100,0.1,2,0.9,14,4,4,0.286,0.267,0.65
100,0.1,1,0.9,14,3,2,0.214,0.133,0.65
100,0.1,5,0.9,8,1,1,0.125,0.111,0.625
100,0.1,4,0.9,8,2,2,0.25,0.222,0.625
100,0.1,3,0.9,8,2,2,0.25,0.222,0.625
100,0.1,2,0.9,8,4,4,0.5,0.444,0.625
100,0.1,1,0.9,8,1,1,0.125,0.111,0.625
100,0.1,5,0.9,10,0,0,0.0,0.0,0.6
100,0.1,4,0.9,10,0,0,0.0,0.0,0.6
100,0.1,3,0.9,10,0,0,0.0,0.0,0.6
100,0.1,2,0.9,10,3,3,0.3,0.273,0.6
100,0.1,1,0.9,10,2,1,0.2,0.091,0.6
100,0.1,5,0.9,8,0,0,0.0,0.0,0.575
100,0.1,4,0.9,8,0,0,0.0,0.0,0.575
100,0.1,3,0.9,8,0,0,0.0,0.0,0.575
100,0.1,2,0.9,8,1,1,0.125,0.111,0.575
100,0.1,1,0.9,8,2,1,0.25,0.111,0.575
100,0.1,5,0.9,5,1,1,0.2,0.167,0.55
100,0.1,4,0.9,5,1,1,0.2,0.167,0.55
100,0.1,3,0.9,5,2,1,0.4,0.167,0.55
100,0.1,2,0.9,5,3,1,0.6,0.167,0.55
100,0.1,1,0.9,5,1,0,0.2,0.0,0.55
100,0.1,5,0.9,10,0,0,0.0,0.0,0.525
100,0.1,4,0.9,10,0,0,0.0,0.0,0.525
100,0.1,3,0.9,10,1,0,0.1,0.0,0.525
100,0.1,2,0.9,10,0,0,0.0,0.0,0.525
100,0.1,1,0.9,10,1,0,0.1,0.0,0.525
100,0.1,5,0.9,7,0,0,0.0,0.0,0.5
100,0.1,4,0.9,7,0,0,0.0,0.0,0.5
100,0.1,3,0.9,7,0,0,0.0,0.0,0.5
100,0.1,2,0.9,7,0,0,0.0,0.0,0.5
100,0.1,1,0.9,7,0,0,0.0,0.0,0.5
100,0.1,5,0.9,8,0,0,0.0,0.0,0.475
100,0.1,4,0.9,8,0,0,0.0,0.0,0.475
100,0.1,3,0.9,8,0,0,0.0,0.0,0.475
100,0.1,2,0.9,8,2,2,0.25,0.222,0.475
100,0.1,1,0.9,8,1,1,0.125,0.111,0.475
100,0.1,5,0.9,12,0,0,0.0,0.0,0.45
100,0.1,4,0.9,12,0,0,0.0,0.0,0.45
100,0.1,3,0.9,12,0,0,0.0,0.0,0.45
100,0.1,2,0.9,12,0,0,0.0,0.0,0.45
100,0.1,1,0.9,12,6,4,0.5,0.308,0.45
100,0.1,5,0.9,17,0,0,0.0,0.0,0.425
100,0.1,4,0.9,17,1,1,0.059,0.056,0.425
100,0.1,3,0.9,17,1,1,0.059,0.056,0.425
100,0.1,2,0.9,17,1,1,0.059,0.056,0.425
100,0.1,1,0.9,17,1,1,0.059,0.056,0.425
100,0.1,5,0.9,8,0,0,0.0,0.0,0.4
100,0.1,4,0.9,8,0,0,0.0,0.0,0.4
100,0.1,3,0.9,8,0,0,0.0,0.0,0.4
100,0.1,2,0.9,8,0,0,0.0,0.0,0.4
100,0.1,1,0.9,8,1,0,0.125,0.0,0.4
10000,0.1,2,0.9,1020,16,5,0.016,0.005,0.1
10000,0.1,1,0.9,1020,0,0,0.0,0.0,0.1
10000,0.1,2,0.9,966,12,4,0.012,0.004,0.1
10000,0.1,1,0.9,966,0,0,0.0,0.0,0.1
10000,0.1,4,0.9,1010,16,14,0.016,0.014,0.1
10000,0.1,3,0.9,1010,24,18,0.024,0.018,0.1
10000,0.1,2,0.9,1010,9,1,0.009,0.001,0.1
10000,0.1,1,0.9,1010,0,0,0.0,0.0,0.1
