InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,6,-1.0,828,355,1032,0.428,0.427,18,-1,24,0
0,0.05,5,-1.0,828,439,1131,0.53,0.417,18,-1,24,0
0,0.05,9,-1.0,455,131,378,0.287,0.289,10,-1,24,0
0,0.05,8,-1.0,455,156,447,0.342,0.344,10,-1,24,0
0,0.05,7,-1.0,455,176,514,0.386,0.388,10,-1,24,0
0,0.05,6,-1.0,455,201,577,0.441,0.421,10,-1,24,0
0,0.05,5,-1.0,455,227,579,0.498,0.375,10,-1,24,0
0,0.05,9,-1.0,1253,348,969,0.278,0.278,26,-1,20,0
0,0.05,8,-1.0,1253,411,1134,0.328,0.329,26,-1,20,0
0,0.05,7,-1.0,1253,495,1388,0.395,0.394,26,-1,20,0
0,0.05,6,-1.0,1253,565,1592,0.451,0.44,26,-1,20,0
0,0.05,5,-1.0,1253,668,1676,0.533,0.408,26,-1,20,0
0,0.05,9,-1.0,916,240,674,0.262,0.263,18,-1,20,0
0,0.05,8,-1.0,916,283,805,0.309,0.31,18,-1,20,0
0,0.05,7,-1.0,916,342,973,0.373,0.374,18,-1,20,0
0,0.05,6,-1.0,916,405,1138,0.442,0.434,18,-1,20,0
0,0.05,5,-1.0,916,471,1212,0.514,0.421,18,-1,20,0
0,0.05,9,-1.0,475,163,454,0.342,0.345,10,-1,20,0
0,0.05,8,-1.0,475,179,505,0.376,0.378,10,-1,20,0
0,0.05,7,-1.0,475,209,600,0.439,0.441,10,-1,20,0
0,0.05,6,-1.0,475,238,670,0.5,0.494,10,-1,20,0
0,0.05,5,-1.0,475,270,668,0.567,0.429,10,-1,20,0
0,0.05,9,-1.0,1200,377,1023,0.314,0.315,26,-1,16,0
0,0.05,8,-1.0,1200,438,1210,0.365,0.366,26,-1,16,0
0,0.05,7,-1.0,1200,510,1421,0.425,0.425,26,-1,16,0
0,0.05,6,-1.0,1200,582,1618,0.485,0.479,26,-1,16,0
0,0.05,5,-1.0,1200,688,1681,0.573,0.44,26,-1,16,0
0,0.05,9,-1.0,868,270,705,0.311,0.312,18,-1,16,0
0,0.05,8,-1.0,868,323,855,0.372,0.373,18,-1,16,0
0,0.05,7,-1.0,868,367,988,0.422,0.419,18,-1,16,0
0,0.05,6,-1.0,868,406,1089,0.467,0.457,18,-1,16,0
0,0.05,5,-1.0,868,481,1167,0.554,0.428,18,-1,16,0
0,0.05,9,-1.0,470,143,380,0.304,0.306,10,-1,16,0
0,0.05,8,-1.0,470,163,431,0.346,0.348,10,-1,16,0
0,0.05,7,-1.0,470,191,521,0.406,0.403,10,-1,16,0
0,0.05,6,-1.0,470,215,584,0.456,0.45,10,-1,16,0
0,0.05,5,-1.0,470,256,620,0.544,0.431,10,-1,16,0
0,0.05,9,-1.0,1216,406,1067,0.334,0.334,26,-1,12,0
0,0.05,8,-1.0,1216,467,1240,0.384,0.385,26,-1,12,0
0,0.05,7,-1.0,1216,520,1412,0.427,0.428,26,-1,12,0
0,0.05,6,-1.0,1216,590,1598,0.485,0.479,26,-1,12,0
0,0.05,5,-1.0,1216,749,1758,0.615,0.459,26,-1,12,0
0,0.05,9,-1.0,879,280,716,0.318,0.319,18,-1,12,0
0,0.05,8,-1.0,879,324,850,0.368,0.369,18,-1,12,0
0,0.05,7,-1.0,879,353,929,0.401,0.402,18,-1,12,0
0,0.05,6,-1.0,879,414,1095,0.47,0.465,18,-1,12,0
0,0.05,5,-1.0,879,505,1168,0.574,0.424,18,-1,12,0
0,0.05,9,-1.0,477,136,348,0.285,0.287,10,-1,12,0
0,0.05,8,-1.0,477,156,409,0.326,0.328,10,-1,12,0
0,0.05,7,-1.0,477,181,483,0.379,0.377,10,-1,12,0
0,0.05,6,-1.0,477,215,558,0.45,0.439,10,-1,12,0
0,0.05,5,-1.0,477,272,596,0.569,0.395,10,-1,12,0
0,0.05,9,-1.0,1220,393,966,0.322,0.323,26,-1,8,0
0,0.05,8,-1.0,1220,456,1148,0.373,0.374,26,-1,8,0
0,0.05,7,-1.0,1220,492,1288,0.403,0.404,26,-1,8,0
0,0.05,6,-1.0,1220,570,1446,0.467,0.446,26,-1,8,0
0,0.05,5,-1.0,1220,804,1577,0.658,0.359,26,-1,8,0
0,0.05,9,-1.0,840,260,631,0.309,0.31,18,-1,8,0
0,0.05,8,-1.0,840,304,748,0.361,0.363,18,-1,8,0
0,0.05,7,-1.0,840,338,844,0.402,0.401,18,-1,8,0
0,0.05,6,-1.0,840,389,987,0.463,0.44,18,-1,8,0
0,0.05,5,-1.0,840,600,1119,0.713,0.337,18,-1,8,0
0,0.05,9,-1.0,482,143,354,0.296,0.298,10,-1,8,0
0,0.05,8,-1.0,482,174,432,0.36,0.362,10,-1,8,0
0,0.05,7,-1.0,482,199,490,0.412,0.414,10,-1,8,0
0,0.05,6,-1.0,482,233,562,0.482,0.443,10,-1,8,0
0,0.05,5,-1.0,482,331,624,0.685,0.321,10,-1,8,0
0,0.05,9,-1.0,1233,426,1038,0.345,0.346,26,-1,4,0
0,0.05,8,-1.0,1233,475,1156,0.385,0.386,26,-1,4,0
0,0.05,7,-1.0,1233,541,1299,0.438,0.433,26,-1,4,0
0,0.05,6,-1.0,1233,682,1500,0.553,0.459,26,-1,4,0
0,0.05,5,-1.0,1233,1380,1664,1.118,0.05,26,-1,4,0
0,0.05,9,-1.0,851,280,607,0.329,0.33,18,-1,4,0
0,0.05,8,-1.0,851,320,762,0.376,0.377,18,-1,4,0
0,0.05,7,-1.0,851,370,893,0.434,0.427,18,-1,4,0
0,0.05,6,-1.0,851,467,1000,0.548,0.421,18,-1,4,0
0,0.05,5,-1.0,851,971,1106,1.14,-0.011,18,-1,4,0
0,0.05,9,-1.0,461,140,285,0.303,0.305,10,-1,4,0
0,0.05,8,-1.0,461,165,343,0.357,0.359,10,-1,4,0
0,0.05,7,-1.0,461,187,410,0.405,0.403,10,-1,4,0
0,0.05,6,-1.0,461,236,476,0.511,0.383,10,-1,4,0
0,0.05,5,-1.0,461,541,523,1.171,-0.158,10,-1,4,0
0,0.05,9,-1.0,1244,525,943,0.422,0.337,26,-1,0,0
0,0.05,8,-1.0,1244,607,1103,0.488,0.393,26,-1,0,0
0,0.05,7,-1.0,1244,717,1253,0.576,0.415,26,-1,0,0
0,0.05,6,-1.0,1244,1182,1483,0.949,0.202,26,-1,0,0
0,0.05,5,-1.0,1244,4236,1763,3.402,-2.011,26,-1,0,0
0,0.05,9,-1.0,853,306,564,0.358,0.303,18,-1,0,0
0,0.05,8,-1.0,853,352,654,0.412,0.355,18,-1,0,0
0,0.05,7,-1.0,853,425,746,0.498,0.378,18,-1,0,0
0,0.05,6,-1.0,853,772,874,0.904,0.131,18,-1,0,0
0,0.05,5,-1.0,853,2971,1013,3.479,-2.199,18,-1,0,0
0,0.05,9,-1.0,498,153,274,0.307,0.246,10,-1,0,0
0,0.05,8,-1.0,498,175,316,0.351,0.287,10,-1,0,0
0,0.05,7,-1.0,498,221,369,0.443,0.301,10,-1,0,0
0,0.05,6,-1.0,498,471,469,0.944,0.018,10,-1,0,0
0,0.05,5,-1.0,498,2206,515,4.421,-3.21,10,-1,0,0
0,0.05,9,-1.0,1284,192,715,0.149,0.15,26,-1,44,0
0,0.05,8,-1.0,1284,247,890,0.192,0.193,26,-1,44,0
0,0.05,7,-1.0,1284,265,983,0.206,0.205,26,-1,44,0
0,0.05,6,-1.0,1284,332,1206,0.258,0.258,26,-1,44,0
0,0.05,5,-1.0,1284,347,1257,0.27,0.249,26,-1,44,0
0,0.05,9,-1.0,855,147,522,0.172,0.173,18,-1,44,0
0,0.05,8,-1.0,855,152,572,0.178,0.179,18,-1,44,0
0,0.05,7,-1.0,855,203,729,0.237,0.238,18,-1,44,0
0,0.05,6,-1.0,855,243,872,0.284,0.285,18,-1,44,0
0,0.05,5,-1.0,855,266,953,0.311,0.296,18,-1,44,0
0,0.05,9,-1.0,464,75,287,0.161,0.163,10,-1,44,0
0,0.05,8,-1.0,464,91,337,0.196,0.198,10,-1,44,0
0,0.05,7,-1.0,464,116,413,0.249,0.252,10,-1,44,0
0,0.05,6,-1.0,464,132,463,0.284,0.282,10,-1,44,0
0,0.05,5,-1.0,464,144,499,0.31,0.28,10,-1,44,0
0,0.05,9,-1.0,1216,219,774,0.18,0.181,26,-1,40,0
0,0.05,8,-1.0,1216,267,930,0.219,0.22,26,-1,40,0
0,0.05,7,-1.0,1216,315,1099,0.259,0.26,26,-1,40,0
0,0.05,6,-1.0,1216,365,1255,0.3,0.299,26,-1,40,0
0,0.05,5,-1.0,1216,402,1348,0.33,0.302,26,-1,40,0
0,0.05,9,-1.0,886,174,600,0.196,0.197,18,-1,40,0
0,0.05,8,-1.0,886,199,684,0.224,0.225,18,-1,40,0
0,0.05,7,-1.0,886,239,820,0.269,0.271,18,-1,40,0
0,0.05,6,-1.0,886,271,941,0.306,0.307,18,-1,40,0
0,0.05,5,-1.0,886,297,1008,0.335,0.302,18,-1,40,0
0,0.05,9,-1.0,426,86,298,0.201,0.204,10,-1,40,0
0,0.05,8,-1.0,426,101,346,0.237,0.239,10,-1,40,0
0,0.05,7,-1.0,426,120,414,0.281,0.283,10,-1,40,0
0,0.05,6,-1.0,426,148,503,0.347,0.349,10,-1,40,0
0,0.05,5,-1.0,426,154,510,0.361,0.321,10,-1,40,0
0,0.05,9,-1.0,1279,243,807,0.19,0.191,26,-1,36,0
0,0.05,8,-1.0,1279,288,961,0.225,0.226,26,-1,36,0
0,0.05,7,-1.0,1279,332,1108,0.259,0.26,26,-1,36,0
0,0.05,6,-1.0,1279,413,1359,0.323,0.322,26,-1,36,0
0,0.05,5,-1.0,1279,483,1495,0.377,0.338,26,-1,36,0
0,0.05,9,-1.0,767,174,571,0.227,0.228,18,-1,36,0
0,0.05,8,-1.0,767,190,632,0.247,0.249,18,-1,36,0
0,0.05,7,-1.0,767,232,762,0.302,0.303,18,-1,36,0
0,0.05,6,-1.0,767,276,890,0.359,0.355,18,-1,36,0
0,0.05,5,-1.0,767,317,971,0.413,0.371,18,-1,36,0
0,0.05,9,-1.0,504,103,337,0.204,0.206,10,-1,36,0
0,0.05,8,-1.0,504,120,388,0.238,0.24,10,-1,36,0
0,0.05,7,-1.0,504,135,447,0.267,0.269,10,-1,36,0
0,0.05,6,-1.0,504,169,544,0.335,0.333,10,-1,36,0
0,0.05,5,-1.0,504,190,573,0.376,0.327,10,-1,36,0
0,0.05,9,-1.0,1185,311,983,0.262,0.263,26,-1,32,0
0,0.05,8,-1.0,1185,366,1138,0.309,0.309,26,-1,32,0
0,0.05,7,-1.0,1185,435,1353,0.367,0.364,26,-1,32,0
0,0.05,6,-1.0,1185,489,1523,0.412,0.405,26,-1,32,0
0,0.05,5,-1.0,1185,568,1670,0.479,0.417,26,-1,32,0
0,0.05,9,-1.0,825,184,577,0.223,0.224,18,-1,32,0
0,0.05,8,-1.0,825,220,704,0.266,0.268,18,-1,32,0
0,0.05,7,-1.0,825,280,879,0.339,0.34,18,-1,32,0
0,0.05,6,-1.0,825,336,1046,0.407,0.408,18,-1,32,0
0,0.05,5,-1.0,825,375,1108,0.454,0.401,18,-1,32,0
0,0.05,9,-1.0,423,116,365,0.274,0.276,10,-1,32,0
0,0.05,8,-1.0,423,140,437,0.33,0.333,10,-1,32,0
0,0.05,7,-1.0,423,160,498,0.377,0.38,10,-1,32,0
0,0.05,6,-1.0,423,178,561,0.42,0.422,10,-1,32,0
0,0.05,5,-1.0,423,199,575,0.469,0.387,10,-1,32,0
0,0.05,9,-1.0,1262,339,1019,0.268,0.269,26,-1,28,0
0,0.05,8,-1.0,1262,394,1184,0.312,0.313,26,-1,28,0
0,0.05,7,-1.0,1262,458,1380,0.363,0.363,26,-1,28,0
0,0.05,6,-1.0,1262,541,1629,0.428,0.428,26,-1,28,0
0,0.05,5,-1.0,1262,619,1725,0.49,0.42,26,-1,28,0
0,0.05,9,-1.0,866,210,634,0.242,0.243,18,-1,28,0
0,0.05,8,-1.0,866,233,703,0.269,0.27,18,-1,28,0
0,0.05,7,-1.0,866,284,858,0.328,0.329,18,-1,28,0
0,0.05,6,-1.0,866,343,1023,0.396,0.39,18,-1,28,0
0,0.05,5,-1.0,866,413,1127,0.476,0.383,18,-1,28,0
0,0.05,9,-1.0,467,117,355,0.25,0.252,10,-1,28,0
0,0.05,8,-1.0,467,150,452,0.321,0.323,10,-1,28,0
0,0.05,7,-1.0,467,179,540,0.382,0.385,10,-1,28,0
0,0.05,6,-1.0,467,208,619,0.444,0.438,10,-1,28,0
0,0.05,5,-1.0,467,257,681,0.549,0.425,10,-1,28,0
0,0.05,9,-1.0,1202,330,952,0.274,0.275,26,-1,24,0
0,0.05,8,-1.0,1202,385,1114,0.32,0.321,26,-1,24,0
0,0.05,7,-1.0,1202,441,1279,0.367,0.367,26,-1,24,0
0,0.05,6,-1.0,1202,499,1456,0.415,0.416,26,-1,24,0
0,0.05,5,-1.0,1202,604,1603,0.502,0.412,26,-1,24,0
0,0.05,9,-1.0,854,238,685,0.278,0.28,18,-1,24,0
0,0.05,8,-1.0,854,274,796,0.32,0.322,18,-1,24,0
0,0.05,7,-1.0,854,318,921,0.372,0.373,18,-1,24,0
0,0.05,6,-1.0,854,373,1086,0.436,0.435,18,-1,24,0
0,0.05,5,-1.0,854,450,1196,0.526,0.439,18,-1,24,0
0,0.05,9,-1.0,444,130,378,0.292,0.294,10,-1,24,0
0,0.05,8,-1.0,444,147,428,0.33,0.333,10,-1,24,0
0,0.05,7,-1.0,444,168,488,0.378,0.38,10,-1,24,0
0,0.05,6,-1.0,444,205,590,0.461,0.458,10,-1,24,0
0,0.05,5,-1.0,444,237,626,0.533,0.44,10,-1,24,0
0,0.05,9,-1.0,1304,355,992,0.272,0.271,26,-1,20,0
0,0.05,8,-1.0,1304,411,1151,0.315,0.314,26,-1,20,0
0,0.05,7,-1.0,1304,498,1393,0.382,0.381,26,-1,20,0
0,0.05,6,-1.0,1304,581,1621,0.445,0.438,26,-1,20,0
0,0.05,5,-1.0,1304,702,1788,0.538,0.429,26,-1,20,0
0,0.05,9,-1.0,864,253,706,0.292,0.294,18,-1,20,0
0,0.05,8,-1.0,864,293,821,0.339,0.34,18,-1,20,0
0,0.05,7,-1.0,864,342,954,0.395,0.394,18,-1,20,0
0,0.05,6,-1.0,864,400,1128,0.462,0.461,18,-1,20,0
0,0.05,5,-1.0,864,468,1201,0.541,0.445,18,-1,20,0
0,0.05,9,-1.0,463,125,348,0.269,0.272,10,-1,20,0
0,0.05,8,-1.0,463,143,409,0.308,0.306,10,-1,20,0
0,0.05,7,-1.0,463,161,464,0.347,0.345,10,-1,20,0
0,0.05,6,-1.0,463,201,567,0.433,0.427,10,-1,20,0
0,0.05,5,-1.0,463,248,635,0.534,0.446,10,-1,20,0
0,0.05,9,-1.0,1209,390,1051,0.322,0.323,26,-1,16,0
0,0.05,8,-1.0,1209,440,1204,0.364,0.364,26,-1,16,0
0,0.05,7,-1.0,1209,509,1407,0.421,0.421,26,-1,16,0
0,0.05,6,-1.0,1209,593,1642,0.49,0.489,26,-1,16,0
0,0.05,5,-1.0,1209,700,1774,0.579,0.494,26,-1,16,0
0,0.05,9,-1.0,905,267,706,0.295,0.296,18,-1,16,0
0,0.05,8,-1.0,905,321,865,0.354,0.355,18,-1,16,0
0,0.05,7,-1.0,905,373,1027,0.412,0.413,18,-1,16,0
0,0.05,6,-1.0,905,430,1176,0.475,0.469,18,-1,16,0
0,0.05,5,-1.0,905,516,1309,0.57,0.491,18,-1,16,0
0,0.05,9,-1.0,475,163,444,0.342,0.345,10,-1,16,0
0,0.05,8,-1.0,475,178,478,0.374,0.376,10,-1,16,0
0,0.05,7,-1.0,475,206,556,0.433,0.435,10,-1,16,0
0,0.05,6,-1.0,475,236,640,0.496,0.481,10,-1,16,0
0,0.05,5,-1.0,475,288,705,0.605,0.481,10,-1,16,0
0,0.05,9,-1.0,1205,383,1000,0.318,0.318,26,-1,12,0
0,0.05,8,-1.0,1205,436,1132,0.362,0.362,26,-1,12,0
0,0.05,7,-1.0,1205,504,1313,0.418,0.418,26,-1,12,0
0,0.05,6,-1.0,1205,568,1512,0.471,0.466,26,-1,12,0
0,0.05,5,-1.0,1205,722,1676,0.599,0.445,26,-1,12,0
0,0.05,9,-1.0,863,245,622,0.284,0.285,18,-1,12,0
0,0.05,8,-1.0,863,286,762,0.331,0.332,18,-1,12,0
0,0.05,7,-1.0,863,333,894,0.385,0.387,18,-1,12,0
0,0.05,6,-1.0,863,390,1036,0.451,0.446,18,-1,12,0
0,0.05,5,-1.0,863,476,1113,0.551,0.417,18,-1,12,0
0,0.05,9,-1.0,447,148,366,0.33,0.333,10,-1,12,0
0,0.05,8,-1.0,447,163,406,0.364,0.362,10,-1,12,0
0,0.05,7,-1.0,447,194,501,0.433,0.431,10,-1,12,0
0,0.05,6,-1.0,447,217,558,0.484,0.478,10,-1,12,0
0,0.05,5,-1.0,447,275,646,0.614,0.493,10,-1,12,0
0,0.05,9,-1.0,1268,403,979,0.318,0.318,26,-1,8,0
0,0.05,8,-1.0,1268,475,1183,0.374,0.375,26,-1,8,0
0,0.05,7,-1.0,1268,547,1403,0.431,0.43,26,-1,8,0
0,0.05,6,-1.0,1268,636,1606,0.501,0.483,26,-1,8,0
0,0.05,5,-1.0,1268,898,1764,0.708,0.401,26,-1,8,0
0,0.05,9,-1.0,936,290,704,0.309,0.311,18,-1,8,0
0,0.05,8,-1.0,936,320,779,0.342,0.343,18,-1,8,0
0,0.05,7,-1.0,936,367,915,0.392,0.393,18,-1,8,0
0,0.05,6,-1.0,936,441,1122,0.471,0.461,18,-1,8,0
0,0.05,5,-1.0,936,604,1229,0.645,0.382,18,-1,8,0
0,0.05,9,-1.0,478,150,373,0.313,0.315,10,-1,8,0
0,0.05,8,-1.0,478,164,407,0.342,0.344,10,-1,8,0
0,0.05,7,-1.0,478,180,439,0.376,0.374,10,-1,8,0
0,0.05,6,-1.0,478,213,517,0.445,0.432,10,-1,8,0
0,0.05,5,-1.0,478,312,584,0.651,0.344,10,-1,8,0
0,0.05,9,-1.0,1289,430,1036,0.333,0.334,26,-1,4,0
0,0.05,8,-1.0,1289,505,1246,0.391,0.392,26,-1,4,0
0,0.05,7,-1.0,1289,569,1397,0.441,0.434,26,-1,4,0
0,0.05,6,-1.0,1289,691,1570,0.536,0.455,26,-1,4,0
0,0.05,5,-1.0,1289,1361,1800,1.055,0.108,26,-1,4,0
0,0.05,9,-1.0,830,277,605,0.333,0.335,18,-1,4,0
0,0.05,8,-1.0,830,315,735,0.379,0.38,18,-1,4,0
0,0.05,7,-1.0,830,365,884,0.439,0.433,18,-1,4,0
0,0.05,6,-1.0,830,435,983,0.523,0.452,18,-1,4,0
0,0.05,5,-1.0,830,936,1107,1.126,0.01,18,-1,4,0
0,0.05,9,-1.0,494,163,329,0.329,0.331,10,-1,4,0
0,0.05,8,-1.0,494,194,397,0.392,0.39,10,-1,4,0
0,0.05,7,-1.0,494,226,474,0.457,0.446,10,-1,4,0
0,0.05,6,-1.0,494,274,566,0.554,0.485,10,-1,4,0
0,0.05,5,-1.0,494,591,632,1.194,-0.028,10,-1,4,0
0,0.05,9,-1.0,1255,522,965,0.416,0.353,26,-1,0,0
0,0.05,8,-1.0,1255,599,1113,0.477,0.401,26,-1,0,0
0,0.05,7,-1.0,1255,698,1253,0.556,0.424,26,-1,0,0
0,0.05,6,-1.0,1255,1132,1459,0.901,0.213,26,-1,0,0
0,0.05,5,-1.0,1255,3911,1715,3.114,-1.772,26,-1,0,0
0,0.05,9,-1.0,865,314,584,0.363,0.314,18,-1,0,0
0,0.05,8,-1.0,865,362,672,0.418,0.36,18,-1,0,0
0,0.05,7,-1.0,865,432,760,0.499,0.381,18,-1,0,0
0,0.05,6,-1.0,865,751,874,0.867,0.154,18,-1,0,0
0,0.05,5,-1.0,865,2947,1070,3.403,-2.089,18,-1,0,0
0,0.05,9,-1.0,450,164,292,0.364,0.29,10,-1,0,0
0,0.05,8,-1.0,450,187,326,0.415,0.315,10,-1,0,0
0,0.05,7,-1.0,450,228,384,0.506,0.353,10,-1,0,0
0,0.05,6,-1.0,450,398,432,0.882,0.086,10,-1,0,0
0,0.05,5,-1.0,450,1954,483,4.333,-3.12,10,-1,0,0
0,0.05,9,-1.0,1254,213,778,0.17,0.171,26,-1,44,0
0,0.05,8,-1.0,1254,240,898,0.191,0.192,26,-1,44,0
0,0.05,7,-1.0,1254,300,1076,0.239,0.24,26,-1,44,0
0,0.05,6,-1.0,1254,354,1241,0.282,0.28,26,-1,44,0
0,0.05,5,-1.0,1254,382,1341,0.304,0.284,26,-1,44,0
0,0.05,9,-1.0,850,139,499,0.163,0.165,18,-1,44,0
0,0.05,8,-1.0,850,169,613,0.199,0.2,18,-1,44,0
0,0.05,7,-1.0,850,189,692,0.222,0.223,18,-1,44,0
0,0.05,6,-1.0,850,225,808,0.264,0.263,18,-1,44,0
0,0.05,5,-1.0,850,255,909,0.3,0.284,18,-1,44,0
0,0.05,9,-1.0,469,79,291,0.168,0.17,10,-1,44,0
0,0.05,8,-1.0,469,93,337,0.198,0.196,10,-1,44,0
0,0.05,7,-1.0,469,102,375,0.217,0.215,10,-1,44,0
0,0.05,6,-1.0,469,141,491,0.3,0.3,10,-1,44,0
0,0.05,5,-1.0,469,156,548,0.332,0.304,10,-1,44,0
0,0.05,9,-1.0,1229,226,791,0.184,0.185,26,-1,40,0
0,0.05,8,-1.0,1229,276,960,0.224,0.225,26,-1,40,0
0,0.05,7,-1.0,1229,329,1140,0.267,0.268,26,-1,40,0
0,0.05,6,-1.0,1229,385,1304,0.313,0.312,26,-1,40,0
0,0.05,5,-1.0,1229,444,1450,0.361,0.328,26,-1,40,0
0,0.05,9,-1.0,822,170,597,0.207,0.208,18,-1,40,0
0,0.05,8,-1.0,822,189,668,0.23,0.228,18,-1,40,0
0,0.05,7,-1.0,822,232,796,0.282,0.281,18,-1,40,0
0,0.05,6,-1.0,822,279,945,0.339,0.335,18,-1,40,0
0,0.05,5,-1.0,822,306,1001,0.372,0.337,18,-1,40,0
0,0.05,9,-1.0,476,84,289,0.176,0.178,10,-1,40,0
0,0.05,8,-1.0,476,99,344,0.208,0.21,10,-1,40,0
0,0.05,7,-1.0,476,109,392,0.229,0.231,10,-1,40,0
0,0.05,6,-1.0,476,130,450,0.273,0.275,10,-1,40,0
0,0.05,5,-1.0,476,150,504,0.314,0.304,10,-1,40,0
0,0.05,9,-1.0,1177,241,799,0.205,0.205,26,-1,36,0
0,0.05,8,-1.0,1177,304,991,0.258,0.259,26,-1,36,0
0,0.05,7,-1.0,1177,369,1172,0.313,0.314,26,-1,36,0
0,0.05,6,-1.0,1177,438,1387,0.372,0.369,26,-1,36,0
0,0.05,5,-1.0,1177,481,1510,0.408,0.388,26,-1,36,0
0,0.05,9,-1.0,837,191,624,0.228,0.229,18,-1,36,0
0,0.05,8,-1.0,837,218,713,0.26,0.261,18,-1,36,0
0,0.05,7,-1.0,837,260,839,0.31,0.309,18,-1,36,0
0,0.05,6,-1.0,837,312,983,0.372,0.364,18,-1,36,0
0,0.05,5,-1.0,837,336,1037,0.401,0.371,18,-1,36,0
0,0.05,9,-1.0,491,119,384,0.242,0.244,10,-1,36,0
0,0.05,8,-1.0,491,126,408,0.256,0.258,10,-1,36,0
0,0.05,7,-1.0,491,138,455,0.28,0.283,10,-1,36,0
0,0.05,6,-1.0,491,170,551,0.346,0.348,10,-1,36,0
0,0.05,5,-1.0,491,192,614,0.39,0.376,10,-1,36,0
0,0.05,9,-1.0,1241,294,925,0.237,0.238,26,-1,32,0
0,0.05,8,-1.0,1241,356,1116,0.287,0.287,26,-1,32,0
0,0.05,7,-1.0,1241,412,1294,0.332,0.333,26,-1,32,0
0,0.05,6,-1.0,1241,487,1512,0.392,0.393,26,-1,32,0
0,0.05,5,-1.0,1241,581,1698,0.468,0.417,26,-1,32,0
0,0.05,9,-1.0,864,201,633,0.232,0.234,18,-1,32,0
0,0.05,8,-1.0,864,238,749,0.275,0.276,18,-1,32,0
0,0.05,7,-1.0,864,280,871,0.324,0.325,18,-1,32,0
0,0.05,6,-1.0,864,329,1007,0.38,0.377,18,-1,32,0
0,0.05,5,-1.0,864,395,1145,0.457,0.401,18,-1,32,0
0,0.05,9,-1.0,458,106,328,0.231,0.233,10,-1,32,0
0,0.05,8,-1.0,458,113,363,0.246,0.248,10,-1,32,0
0,0.05,7,-1.0,458,142,439,0.309,0.312,10,-1,32,0
0,0.05,6,-1.0,458,173,544,0.377,0.379,10,-1,32,0
0,0.05,5,-1.0,458,200,589,0.436,0.394,10,-1,32,0
0,0.05,9,-1.0,1239,320,960,0.258,0.259,26,-1,28,0
0,0.05,8,-1.0,1239,361,1085,0.291,0.292,26,-1,28,0
0,0.05,7,-1.0,1239,431,1301,0.348,0.348,26,-1,28,0
0,0.05,6,-1.0,1239,519,1553,0.419,0.415,26,-1,28,0
0,0.05,5,-1.0,1239,575,1603,0.464,0.399,26,-1,28,0
0,0.05,9,-1.0,869,238,717,0.274,0.275,18,-1,28,0
0,0.05,8,-1.0,869,269,812,0.309,0.31,18,-1,28,0
0,0.05,7,-1.0,869,310,934,0.356,0.357,18,-1,28,0
0,0.05,6,-1.0,869,372,1115,0.428,0.424,18,-1,28,0
0,0.05,5,-1.0,869,439,1247,0.505,0.449,18,-1,28,0
0,0.05,9,-1.0,448,116,348,0.258,0.261,10,-1,28,0
0,0.05,8,-1.0,448,137,411,0.305,0.307,10,-1,28,0
0,0.05,7,-1.0,448,156,469,0.347,0.35,10,-1,28,0
0,0.05,6,-1.0,448,180,543,0.401,0.403,10,-1,28,0
0,0.05,5,-1.0,448,206,570,0.459,0.392,10,-1,28,0
0,0.05,9,-1.0,1285,332,968,0.258,0.259,26,-1,24,0
0,0.05,8,-1.0,1285,388,1129,0.302,0.302,26,-1,24,0
0,0.05,7,-1.0,1285,442,1291,0.344,0.344,26,-1,24,0
0,0.05,6,-1.0,1285,508,1467,0.395,0.39,26,-1,24,0
0,0.05,5,-1.0,1285,666,1749,0.518,0.421,26,-1,24,0
0,0.05,9,-1.0,780,221,632,0.283,0.284,18,-1,24,0
0,0.05,8,-1.0,780,245,715,0.314,0.315,18,-1,24,0
0,0.05,7,-1.0,780,291,844,0.373,0.371,18,-1,24,0
0,0.05,6,-1.0,780,338,972,0.433,0.42,18,-1,24,0
0,0.05,5,-1.0,780,417,1103,0.534,0.433,18,-1,24,0
0,0.05,9,-1.0,463,119,346,0.256,0.259,10,-1,24,0
0,0.05,8,-1.0,463,148,424,0.319,0.321,10,-1,24,0
0,0.05,7,-1.0,463,176,510,0.379,0.381,10,-1,24,0
0,0.05,6,-1.0,463,206,594,0.444,0.442,10,-1,24,0
0,0.05,5,-1.0,463,230,620,0.496,0.433,10,-1,24,0
0,0.05,9,-1.0,1199,377,1056,0.314,0.315,26,-1,20,0
0,0.05,8,-1.0,1199,424,1188,0.353,0.354,26,-1,20,0
0,0.05,7,-1.0,1199,491,1382,0.409,0.408,26,-1,20,0
0,0.05,6,-1.0,1199,567,1601,0.472,0.467,26,-1,20,0
0,0.05,5,-1.0,1199,673,1740,0.561,0.468,26,-1,20,0
0,0.05,9,-1.0,815,249,709,0.305,0.306,18,-1,20,0
0,0.05,8,-1.0,815,284,809,0.348,0.349,18,-1,20,0
0,0.05,7,-1.0,815,325,920,0.398,0.4,18,-1,20,0
0,0.05,6,-1.0,815,376,1056,0.461,0.457,18,-1,20,0
0,0.05,5,-1.0,815,431,1131,0.528,0.45,18,-1,20,0
0,0.05,9,-1.0,507,143,402,0.281,0.283,10,-1,20,0
