InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,net Correction,Coverage Depth,Ratio,Alpha
0,0.05,4,-1.0,602.814,0.807,0.8000000000000002,80,-1,10
0,0.05,4,-1.0,6022,7586,4979,1.26,0.827,0.3939999999999999,125,-1,9
0,0.05,6,-1.0,951,759,753,0.797,0.791,0.785,20,-1,10
0,0.05,7,-1.0,5908,4449,4437,0.753,0.751,0.749,125,-1,10
0,0.05,11,-1.0,4445,2488,2488,0.56,0.56,0.56,95,-1,9
0,0.05,7,-1.0,3934,2846,2844,0.723,0.723,0.723,80,-1,9
0,0.05,5,-1.0,3749,3457,3203,0.922,0.854,0.7859999999999999,80,-1,10
0,0.05,5,-1.0,951,864,798,0.908,0.838,0.7679999999999999,20,-1,10
0,0.05,3,-1.0,6022,9583,3888,1.591,0.646,-0.29899999999999993,125,-1,9
0,0.05,6,-1.0,5908,4781,4720,0.809,0.799,0.789,125,-1,10
0,0.05,10,-1.0,4445,2701,2701,0.608,0.608,0.608,95,-1,9
0,0.05,4,-1.0,3749,4589,3088,1.224,0.823,0.42199999999999993,80,-1,10
0,0.05,4,-1.0,951,1130,775,1.187,0.814,0.44099999999999984,20,-1,10
0,0.05,6,-1.0,3934,3077,3050,0.782,0.775,0.768,80,-1,9
0,0.05,11,-1.0,5317,2844,2844,0.535,0.535,0.535,110,-1,9
0,0.05,5,-1.0,5908,5432,4963,0.919,0.84,0.7609999999999999,125,-1,10
0,0.05,9,-1.0,4445,2936,2936,0.66,0.66,0.66,95,-1,9
0,0.05,3,-1.0,3749,5696,2351,1.519,0.627,-0.2649999999999999,80,-1,10
0,0.05,3,-1.0,951,1435,591,1.507,0.621,-0.2649999999999999,20,-1,10
0,0.05,10,-1.0,5317,3104,3104,0.584,0.584,0.584,110,-1,9
0,0.05,8,-1.0,4445,3153,3152,0.709,0.709,0.709,95,-1,9
0,0.05,4,-1.0,5908,7143,4805,1.209,0.813,0.4169999999999998,125,-1,10
0,0.05,11,-1.0,8598,5050,5050,0.587,0.587,0.587,185,-1,9
0,0.05,11,-1.0,3134,1689,1689,0.539,0.539,0.539,65,-1,10
0,0.05,5,-1.0,3934,3519,3237,0.894,0.823,0.7519999999999999,80,-1,9
0,0.05,9,-1.0,5317,3386,3386,0.637,0.637,0.637,110,-1,9
0,0.05,7,-1.0,4445,3367,3360,0.757,0.756,0.755,95,-1,9
0,0.05,3,-1.0,5908,8882,3630,1.503,0.614,-0.2749999999999999,125,-1,10
0,0.05,10,-1.0,3134,1843,1843,0.588,0.588,0.588,65,-1,10
0,0.05,10,-1.0,8598,5464,5464,0.635,0.635,0.635,185,-1,9
0,0.05,6,-1.0,4445,3641,3600,0.819,0.81,0.8010000000000002,95,-1,9
0,0.05,8,-1.0,5317,3667,3665,0.69,0.689,0.688,110,-1,9
0,0.05,4,-1.0,3934,4834,3177,1.228,0.807,0.3860000000000001,80,-1,9
0,0.05,11,-1.0,5311,2949,2949,0.555,0.555,0.555,110,-1,10
0,0.05,9,-1.0,3134,1988,1988,0.634,0.634,0.634,65,-1,10
0,0.05,9,-1.0,8598,5893,5893,0.685,0.685,0.685,185,-1,9
0,0.05,5,-1.0,4445,4145,3799,0.932,0.854,0.7759999999999999,95,-1,9
0,0.05,10,-1.0,5311,3183,3183,0.599,0.599,0.599,110,-1,10
0,0.05,7,-1.0,5317,3917,3912,0.737,0.736,0.735,110,-1,9
0,0.05,8,-1.0,3134,2159,2159,0.689,0.689,0.689,65,-1,10
0,0.05,8,-1.0,8598,6292,6292,0.732,0.732,0.732,185,-1,9
0,0.05,3,-1.0,3934,6247,2467,1.588,0.627,-0.3340000000000001,80,-1,9
0,0.05,4,-1.0,4445,5598,3690,1.259,0.83,0.401,95,-1,9
0,0.05,6,-1.0,5317,4238,4197,0.797,0.789,0.781,110,-1,9
0,0.05,9,-1.0,5311,3451,3450,0.65,0.649,0.648,110,-1,10
0,0.05,7,-1.0,3134,2333,2331,0.744,0.744,0.744,65,-1,10
0,0.05,7,-1.0,8598,6707,6705,0.78,0.78,0.78,185,-1,9
0,0.05,3,-1.0,4445,6982,2845,1.57,0.64,-0.29000000000000004,95,-1,9
0,0.05,8,-1.0,5311,3737,3735,0.704,0.703,0.702,110,-1,10
0,0.05,6,-1.0,3134,2497,2469,0.796,0.788,0.78,65,-1,10
0,0.05,5,-1.0,5317,4827,4446,0.908,0.836,0.7639999999999999,110,-1,9
0,0.05,6,-1.0,8598,7119,7066,0.828,0.822,0.816,185,-1,9
0,0.05,11,-1.0,3059,1635,1635,0.534,0.534,0.534,65,-1,9
0,0.05,7,-1.0,5311,4019,4005,0.757,0.754,0.751,110,-1,10
0,0.05,11,-1.0,3810,2161,2161,0.567,0.567,0.567,80,-1,9
0,0.05,5,-1.0,3134,2842,2620,0.907,0.836,0.7649999999999999,65,-1,10
0,0.05,4,-1.0,5317,6658,4359,1.252,0.82,0.3879999999999999,110,-1,9
0,0.05,4,-1.0,3134,3842,2537,1.226,0.809,0.3920000000000001,65,-1,10
0,0.05,6,-1.0,5311,4337,4265,0.816,0.803,0.7900000000000001,110,-1,10
0,0.05,10,-1.0,3810,2344,2344,0.615,0.615,0.615,80,-1,9
0,0.05,10,-1.0,3059,1787,1787,0.584,0.584,0.584,65,-1,9
0,0.05,4,-1.0,8598,10879,7341,1.265,0.854,0.44300000000000006,185,-1,9
0,0.05,3,-1.0,3134,4468,1861,1.425,0.594,-0.2370000000000001,65,-1,10
0,0.05,5,-1.0,5311,4903,4484,0.923,0.844,0.7649999999999999,110,-1,10
0,0.05,9,-1.0,3810,2509,2509,0.658,0.658,0.658,80,-1,9
0,0.05,3,-1.0,8598,13451,5614,1.564,0.653,-0.258,185,-1,9
0,0.05,11,-1.0,4480,2513,2513,0.561,0.561,0.561,95,-1,9
0,0.05,9,-1.0,3059,1934,1934,0.632,0.632,0.632,65,-1,9
0,0.05,4,-1.0,5311,6495,4367,1.223,0.822,0.4209999999999998,110,-1,10
0,0.05,11,-1.0,2416,1308,1308,0.541,0.541,0.541,50,-1,10
0,0.05,8,-1.0,3810,2689,2689,0.706,0.706,0.706,80,-1,9
0,0.05,11,-1.0,7819,4495,4493,0.575,0.575,0.575,170,-1,9
0,0.05,10,-1.0,4480,2702,2702,0.603,0.603,0.603,95,-1,9
0,0.05,10,-1.0,2416,1422,1422,0.588,0.588,0.588,50,-1,10
0,0.05,3,-1.0,5311,7970,3310,1.5,0.623,-0.254,110,-1,10
0,0.05,7,-1.0,3810,2892,2890,0.759,0.758,0.757,80,-1,9
0,0.05,9,-1.0,4480,2936,2936,0.655,0.655,0.655,95,-1,9
0,0.05,10,-1.0,7819,4875,4873,0.623,0.623,0.623,170,-1,9
0,0.05,8,-1.0,3059,2086,2086,0.682,0.682,0.682,65,-1,9
0,0.05,9,-1.0,2416,1542,1542,0.638,0.638,0.638,50,-1,10
0,0.05,11,-1.0,4425,2467,2467,0.557,0.557,0.557,95,-1,10
0,0.05,6,-1.0,3810,3101,3073,0.814,0.806,0.7980000000000002,80,-1,9
0,0.05,9,-1.0,7819,5276,5274,0.675,0.674,0.673,170,-1,9
0,0.05,8,-1.0,4480,3171,3170,0.708,0.707,0.706,95,-1,9
0,0.05,8,-1.0,2416,1658,1658,0.686,0.686,0.686,50,-1,10
0,0.05,10,-1.0,4425,2714,2714,0.613,0.613,0.613,95,-1,10
0,0.05,8,-1.0,7819,5661,5659,0.724,0.724,0.724,170,-1,9
0,0.05,7,-1.0,3059,2260,2259,0.739,0.738,0.737,65,-1,9
0,0.05,5,-1.0,3810,3544,3248,0.93,0.852,0.7739999999999999,80,-1,9
0,0.05,7,-1.0,4480,3387,3381,0.756,0.755,0.754,95,-1,9
0,0.05,7,-1.0,2416,1783,1781,0.738,0.737,0.736,50,-1,10
0,0.05,9,-1.0,442.05,7,-1.0,2416,1783,1781,0.738,0.737,0.736,50,-1,10
0,0.05,9,-1.0,4425,2917,2917,0.659,0.659,0.659,95,-1,10
0,0.05,4,-1.0,3810,4816,3157,1.264,0.828,0.3919999999999999,80,-1,9
0,0.05,7,-1.0,7819,5999,5996,0.767,0.767,0.767,170,-1,9
0,0.05,6,-1.0,4480,3632,3592,0.811,0.802,0.793,95,-1,9
0,0.05,6,-1.0,3059,2436,2415,0.796,0.789,0.782,65,-1,9
0,0.05,6,-1.0,2416,1908,1890,0.789,0.782,0.775,50,-1,10
0,0.05,8,-1.0,4425,3125,3125,0.706,0.706,0.706,95,-1,10
0,0.05,3,-1.0,3810,5925,2446,1.555,0.642,-0.2709999999999999,80,-1,9
0,0.05,6,-1.0,7819,6429,6368,0.822,0.814,0.8059999999999999,170,-1,9
0,0.05,5,-1.0,4480,4133,3779,0.922,0.843,0.7639999999999999,95,-1,9
0,0.05,5,-1.0,2416,2180,2007,0.902,0.83,0.7579999999999999,50,-1,10
0,0.05,7,-1.0,4425,3375,3372,0.763,0.762,0.761,95,-1,10
0,0.05,5,-1.0,7819,7207,6688,0.922,0.855,0.7879999999999999,170,-1,9
0,0.05,11,-1.0,3125,1744,1744,0.558,0.558,0.558,65,-1,9
0,0.05,5,-1.0,3059,2788,2565,0.911,0.838,0.7649999999999999,65,-1,9
0,0.05,4,-1.0,4480,5616,3745,1.253,0.836,0.41900000000000004,95,-1,9
0,0.05,4,-1.0,2416,2832,1926,1.172,0.797,0.42200000000000015,50,-1,10
0,0.05,6,-1.0,4425,3605,3570,0.815,0.807,0.7990000000000002,95,-1,10
0,0.05,4,-1.0,7819,9816,6545,1.255,0.837,0.41900000000000004,170,-1,9
0,0.05,3,-1.0,4480,7143,2981,1.594,0.665,-0.264,95,-1,9
0,0.05,5,-1.0,4425,4088,3764,0.924,0.85,0.7759999999999999,95,-1,10
0,0.05,9,-1.0,3125,2016,2016,0.645,0.645,0.645,65,-1,9
0,0.05,3,-1.0,7819,12217,4964,1.562,0.635,-0.29200000000000004,170,-1,9
0,0.05,4,-1.0,3059,3867,2507,1.264,0.819,0.3739999999999999,65,-1,9
0,0.05,11,-1.0,3695,2144,2144,0.58,0.58,0.58,80,-1,9
0,0.05,11,-1.0,1754,958,958,0.546,0.546,0.546,35,-1,10
0,0.05,8,-1.0,3125,2180,2179,0.697,0.697,0.697,65,-1,9
0,0.05,4,-1.0,4425,5363,3654,1.212,0.826,0.43999999999999995,95,-1,10
0,0.05,11,-1.0,7257,4207,4207,0.58,0.58,0.58,155,-1,9
0,0.05,10,-1.0,1754,1043,1043,0.594,0.594,0.594,35,-1,10
0,0.05,10,-1.0,3695,2310,2310,0.625,0.625,0.625,80,-1,9
0,0.05,3,-1.0,4425,6628,2786,1.498,0.629,-0.24,95,-1,10
0,0.05,3,-1.0,3059,4878,1923,1.594,0.628,-0.3380000000000001,65,-1,9
0,0.05,10,-1.0,7257,4525,4525,0.623,0.623,0.623,155,-1,9
0,0.05,9,-1.0,1754,1143,1143,0.651,0.651,0.651,35,-1,10
0,0.05,9,-1.0,3695,2486,2486,0.673,0.673,0.673,80,-1,9
0,0.05,6,-1.0,3125,2529,2505,0.809,0.801,0.793,65,-1,9
0,0.05,11,-1.0,3804,2108,2108,0.554,0.554,0.554,80,-1,10
0,0.05,9,-1.0,7257,4874,4874,0.672,0.672,0.672,155,-1,9
0,0.05,8,-1.0,1754,1221,1221,0.696,0.696,0.696,35,-1,10
0,0.05,11,-1.0,2311,1292,1292,0.559,0.559,0.559,50,-1,9
0,0.05,5,-1.0,3125,2850,2649,0.912,0.847,0.7819999999999999,65,-1,9
0,0.05,10,-1.0,3804,2305,2305,0.606,0.606,0.606,80,-1,10
0,0.05,8,-1.0,3695,2681,2681,0.725,0.725,0.725,80,-1,9
0,0.05,8,-1.0,7257,5210,5209,0.718,0.718,0.718,155,-1,9
0,0.05,7,-1.0,1754,1311,1310,0.747,0.746,0.745,35,-1,10
0,0.05,4,-1.0,3125,3882,2562,1.242,0.82,0.3979999999999999,65,-1,9
0,0.05,9,-1.0,3804,2486,2486,0.653,0.653,0.653,80,-1,10
0,0.05,7,-1.0,7257,5566,5561,0.767,0.766,0.765,155,-1,9
0,0.05,10,-1.0,2311,1396,1396,0.604,0.604,0.604,50,-1,9
0,0.05,7,-1.0,3695,2862,2859,0.774,0.774,0.774,80,-1,9
0,0.05,6,-1.0,1754,1412,139.0,3695,2862,2859,0.774,0.774,0.774,80,-1,9
0,0.05,6,-1.0,1754,1412,1390,0.805,0.792,0.779,35,-1,10
0,0.05,3,-1.0,3125,4901,1974,1.568,0.631,-0.30600000000000005,65,-1,9
0,0.05,8,-1.0,3804,2658,2657,0.699,0.698,0.697,80,-1,10
0,0.05,6,-1.0,7257,5964,5931,0.822,0.817,0.8119999999999999,155,-1,9
0,0.05,5,-1.0,1754,1605,1478,0.915,0.842,0.7689999999999999,35,-1,10
0,0.05,6,-1.0,3695,3050,3024,0.825,0.818,0.8109999999999999,80,-1,9
0,0.05,11,-1.0,2303,1263,1263,0.548,0.548,0.548,50,-1,9
0,0.05,9,-1.0,2311,1525,1525,0.66,0.66,0.66,50,-1,9
0,0.05,7,-1.0,3804,2836,2826,0.745,0.743,0.741,80,-1,10
0,0.05,5,-1.0,7257,6715,6222,0.925,0.857,0.7889999999999999,155,-1,9
0,0.05,4,-1.0,1754,2134,1416,1.216,0.807,0.39800000000000013,35,-1,10
0,0.05,10,-1.0,2303,1388,1388,0.602,0.602,0.602,50,-1,9
0,0.05,5,-1.0,3695,3446,3198,0.932,0.865,0.7979999999999999,80,-1,9
0,0.05,6,-1.0,3804,3049,3007,0.801,0.79,0.779,80,-1,10
0,0.05,4,-1.0,7257,9141,6118,1.259,0.843,0.42700000000000005,155,-1,9
0,0.05,3,-1.0,1754,2570,1102,1.464,0.628,-0.20799999999999996,35,-1,10
0,0.05,9,-1.0,2303,1486,1486,0.645,0.645,0.645,50,-1,9
0,0.05,8,-1.0,2311,1643,1643,0.711,0.711,0.711,50,-1,9
0,0.05,4,-1.0,3695,4689,3117,1.269,0.843,0.41700000000000004,80,-1,9
0,0.05,3,-1.0,7257,11357,4696,1.565,0.647,-0.2709999999999999,155,-1,9
0,0.05,11,-1.0,928,529,529,0.569,0.569,0.569,20,-1,10
0,0.05,8,-1.0,2303,1595,1595,0.692,0.692,0.692,50,-1,9
0,0.05,4,-1.0,3804,4589,3110,1.206,0.817,0.42799999999999994,80,-1,10
0,0.05,3,-1.0,3695,5980,2457,1.618,0.665,-0.28800000000000003,80,-1,9
0,0.05,11,-1.0,6494,3781,3781,0.582,0.582,0.582,140,-1,9
0,0.05,7,-1.0,2311,1757,1756,0.76,0.76,0.76,50,-1,9
0,0.05,7,-1.0,2303,1703,1701,0.739,0.738,0.737,50,-1,9
0,0.05,10,-1.0,928,575,575,0.619,0.619,0.619,20,-1,10
0,0.05,3,-1.0,3804,5688,2330,1.495,0.612,-0.27100000000000013,80,-1,10
0,0.05,11,-1.0,3166,1773,1773,0.56,0.56,0.56,65,-1,9
0,0.05,10,-1.0,6494,4087,4087,0.629,0.629,0.629,140,-1,9
0,0.05,9,-1.0,928,635,635,0.684,0.684,0.684,20,-1,10
0,0.05,6,-1.0,2303,1837,1821,0.797,0.79,0.783,50,-1,9
0,0.05,11,-1.0,3092,1679,1679,0.543,0.543,0.543,65,-1,10
0,0.05,10,-1.0,3166,1932,1932,0.61,0.61,0.61,65,-1,9
0,0.05,9,-1.0,6494,4355,4355,0.671,0.671,0.671,140,-1,9
0,0.05,6,-1.0,2311,1890,1874,0.817,0.811,0.8050000000000002,50,-1,9
0,0.05,8,-1.0,928,684,683,0.736,0.735,0.734,20,-1,10
0,0.05,5,-1.0,2303,2115,1940,0.918,0.842,0.7659999999999999,50,-1,9
0,0.05,10,-1.0,3092,1833,1833,0.593,0.593,0.593,65,-1,10
0,0.05,8,-1.0,6494,4660,4659,0.717,0.717,0.717,140,-1,9
0,0.05,9,-1.0,3166,2106,2106,0.665,0.665,0.665,65,-1,9
0,0.05,4,-1.0,2303,2879,1896,1.25,0.823,0.3959999999999999,50,-1,9
0,0.05,7,-1.0,928,723,722,0.778,0.777,0.776,20,-1,10
0,0.05,5,-1.0,2311,2118,1960,0.916,0.848,0.7799999999999999,50,-1,9
0,0.05,9,-1.0,3092,1972,1972,0.638,0.638,0.638,65,-1,10
0,0.05,7,-1.0,6494,4978,4973,0.766,0.766,0.766,140,-1,9
0,0.05,8,-1.0,3166,2261,2261,0.714,0.714,0.714,65,-1,9
0,0.05,6,-1.0,928,763,757,0.821,0.815,0.8089999999999999,20,-1,10
0,0.05,3,-1.0,2303,3553,1461,1.542,0.634,-0.274,50,-1,9
0,0.05,8,-1.0,3092,2138,2138,0.691,0.691,0.691,65,-1,10
0,0.05,6,-1.0,6494,5328,5286,0.82,0.814,0.8079999999999999,140,-1,9
0,0.05,5,-1.0,928,849,794,0.914,0.855,0.7959999999999999,20,-1,10
0,0.05,7,-1.0,3166,2419,2418,0.764,0.763,0.762,65,-1,9
0,0.05,11,-1.0,1729,951,951,0.55,0.55,0.55,35,-1,9
0,0.05,4,-1.0,2311,2858,1900,1.236,0.822,0.4079999999999999,50,-1,9
0,0.05,7,-1.0,3092,2282,2274,0.738,0.735,0.732,65,-1,10
0,0.05,5,-1.0,6494,5965,5543,0.918,0.853,0.7879999999999999,140,-1,9
0,0.05,10,-1.0,1729,1041,1041,0.602,0.602,0.602,35,-1,9
0,0.05,4,-1.0,928,1141,773,1.228,0.832,0.43599999999999994,20,-1,10
0,0.05,6,-1.0,3166,2603,2577,0.822,0.814,0.8059999999999999,65,-1,9
0,0.05,4,-1.0,6494,8059,5475,1.241,0.843,0.44499999999999984,140,-1,9
0,0.05,6,-1.0,3092,2489,2448,0.805,0.791,0.777,65,-1,10
0,0.05,3,-1.0,928,1355,550,1.459,0.592,-0.27500000000000013,20,-1,10
0,0.05,5,-1.0,3166,2934,2711,0.926,0.856,0.7859999999999999,65,-1,9
0,0.05,3,-1.0,6494,10083,4164,1.552,0.641,-0.27,140,-1,9
0,0.05,5,-1.0,3092,2801,2583,0.906,0.835,0.7639999999999999,65,-1,10
0,0.05,8,-1.0,1729,1199,1199,0.693,0.693,0.693,35,-1,9
0,0.05,11,-1.0,8683,4887,4887,0.563,0.563,0.563,185,-1,9
0,0.05,4,-1.0,3166,4019,2636,1.269,0.832,0.395,65,-1,9
0,0.05,11,-1.0,1669,955,955,0.572,0.572,0.572,35,-1,9
0,0.05,4,-1.0,3092,3786,2532,1.224,0.819,0.4139999999999999,65,-1,10
0,0.05,7,-1.0,1729,1284,1283,0.742,0.742,0.742,35,-1,9
0,0.05,11,-1.0,5758,3323,3323,0.577,0.577,0.577,125,-1,9
0,0.05,10,-1.0,8683,5280,5280,0.608,0.608,0.608,185,-1,9
0,0.05,3,-1.0,3166,5021,2027,1.585,0.64,-0.30499999999999994,65,-1,9
0,0.05,10,-1.0,5758,3590,3590,0.623,0.623,0.623,125,-1,9
0,0.05,6,-1.0,1729,1399,1385,0.809,0.801,0.793,35,-1,9
0,0.05,3,-1.0,3092,4586,1888,1.483,0.61,-0.2630000000000001,65,-1,10
0,0.05,9,-1.0,8683,5716,5716,0.658,0.658,0.658,185,-1,9
0,0.05,11,-1.0,2377,1281,1281,0.539,0.539,0.539,50,-1,9
0,0.05,10,-1.0,1669,1026,1026,0.614,0.614,0.614,35,-1,9
0,0.05,9,-1.0,5758,3864,3864,0.671,0.671,0.671,125,-1,9
0,0.05,5,-1.0,1729,1614,1457,0.933,0.842,0.7509999999999999,35,-1,9
0,0.05,11,-1.0,2342,1288,1288,0.55,0.55,0.55,50,-1,10
0,0.05,8,-1.0,8683,6098,6097,0.702,0.702,0.702,185,-1,9
0,0.05,10,-1.0,2377,1410,1410,0.593,0.593,0.593,50,-1,9
0,0.05,4,-1.0,1729,2213,1442,1.279,0.834,0.389,35,-1,9
0,0.05,8,-1.0,5758,4121,4121,0.716,0.716,0.716,125,-1,9
0,0.05,10,-1.0,2342,1385,1385,0.591,0.591,0.591,50,-1,10
0,0.05,9,-1.0,1669,1110,1110,0.665,0.665,0.665,35,-1,9
0,0.05,7,-1.0,8683,6497,6490,0.748,0.747,0.746,185,-1,9
0,0.05,9,-1.0,2377,1522,1522,0.64,0.64,0.64,50,-1,9
0,0.05,3,-1.0,1729,2649,1082,1.531,0.625,-0.2809999999999999,35,-1,9
0,0.05,7,-1.0,5758,4404,4395,0.765,0.763,0.761,125,-1,9
0,0.05,9,-1.0,2342,1512,1512,0.645,0.645,0.645,50,-1,10
0,0.05,6,-1.0,8683,6992,6927,0.805,0.798,0.795,0.645,0.645,50,-1,10
0,0.05,6,-1.0,8683,6992,6927,0.805,0.798,0.791,185,-1,9
0,0.05,8,-1.0,2377,1634,1634,0.687,0.687,0.687,50,-1,9
0,0.05,11,-1.0,956,508,508,0.531,0.531,0.531,20,-1,9
0,0.05,6,-1.0,5758,4706,4664,0.817,0.81,0.8030000000000002,125,-1,9
0,0.05,8,-1.0,2342,1622,1622,0.692,0.692,0.692,50,-1,10
0,0.05,8,-1.0,1669,1195,1195,0.716,0.716,0.716,35,-1,9
0,0.05,7,-1.0,2377,1792,1787,0.754,0.751,0.748,50,-1,9
0,0.05,5,-1.0,8683,7996,7358,0.921,0.847,0.7729999999999999,185,-1,9
0,0.05,10,-1.0,956,559,559,0.584,0.584,0.584,20,-1,9
0,0.05,5,-1.0,5758,5292,4916,0.919,0.854,0.7889999999999999,125,-1,9
0,0.05,7,-1.0,2342,1721,1720,0.735,0.734,0.733,50,-1,10
0,0.05,4,-1.0,8683,11057,7183,1.273,0.827,0.381,185,-1,9
0,0.05,9,-1.0,956,624,624,0.652,0.652,0.652,20,-1,9
0,0.05,6,-1.0,2377,1913,1898,0..652,0.652,0.652,20,-1,9
0,0.05,6,-1.0,2377,1913,1898,0.804,0.798,0.792,50,-1,9
0,0.05,7,-1.0,1669,1269,1266,0.76,0.758,0.756,35,-1,9
0,0.05,4,-1.0,5758,7235,4829,1.256,0.839,0.42199999999999993,125,-1,9
0,0.05,6,-1.0,2342,1850,1833,0.79,0.782,0.774,50,-1,10
0,0.05,8,-1.0,956,671,671,0.701,0.701,0.701,20,-1,9
0,0.05,3,-1.0,8683,13371,5398,1.54,0.622,-0.29600000000000004,185,-1,9
0,0.05,5,-1.0,2377,2190,2018,0.921,0.849,0.7769999999999999,50,-1,9
0,0.05,3,-1.0,5758,9005,3643,1.564,0.633,-0.29800000000000004,125,-1,9
0,0.05,5,-1.0,2342,2102,1927,0.897,0.822,0.7469999999999999,50,-1,10
0,0.05,7,-1.0,956,706,706,0.738,0.738,0.738,20,-1,9
0,0.05,6,-1.0,1669,1358,1340,0.813,0.802,0.7910000000000001,35,-1,9
0,0.05,11,-1.0,5237,2967,2967,0.566,0.566,0.566,110,-1,9
0,0.05,,9
0,0.05,11,-1.0,5237,2967,2967,0.566,0.566,0.566,110,-1,9
0,0.05,11,-1.0,8087,4510,4510,0.558,0.558,0.558,170,-1,9
0,0.05,4,-1.0,2377,3053,1995,1.284,0.839,0.3939999999999999,50,-1,9
0,0.05,4,-1.0,2342,2801,1887,1.195,0.805,0.41500000000000004,50,-1,10
0,0.05,6,-1.0,956,763,757,0.797,0.791,0.785,20,-1,9
0,0.05,10,-1.0,5237,3187,3187,0.608,0.608,0.608,110,-1,9
0,0.05,3,-1.0,2342,3432,1446,1.465,0.617,-0.2310000000000001,50,-1,10
0,0.05,3,-1.0,2377,3801,1558,1.598,0.655,-0.28800000000000003,50,-1,9
0,0.05,5,-1.0,1669,1538,1417,0.921,0.849,0.7769999999999999,35,-1,9
0,0.05,5,-1.0,956,863,792,0.902,0.828,0.7539999999999999,20,-1,9
0,0.05,9,-1.0,5237,3442,3442,0.657,0.657,0.657,110,-1,9
0,0.05,9,-1.0,8087,5264,5264,0.651,0.651,0.651,170,-1,9
0,0.05,11,-1.0,1615,924,924,0.572,0.572,0.572,35,-1,9
0,0.05,11,-1.0,1680,909,909,0.541,0.541,0.541,35,-1,10
0,0.05,4,-1.0,956,1196,782,1.25,0.817,0.3839999999999999,20,-1,9
0,0.05,8,-1.0,5237,3684,3683,0.703,0.703,0.703,110,-1,9
0,0.05,4,-1.0,1669,2088,1409,1.25,0.844,0.43799999999999994,35,-1,9
0,0.05,10,-1.0,1615,1028,1028,0.636,0.636,0.636,35,-1,9
0,0.05,10,-1.0,1680,994,994,0.591,0.591,0.591,35,-1,10
0,0.05,3,-1.0,956,1476,599,1.542,0.626,-0.29000000000000004,20,-1,9
0,0.05,7,-1.0,5237,3953,3949,0.755,0.754,0.753,110,-1,9
0,0.05,7,-1.0,8087,6113,6107,0.756,0.755,0.754,170,-1,9
0,0.05,9,-1.0,1680,1071,1071,0.637,0.637,0.637,35,-1,10
0,0.05,9,-1.0,1615,1107,1107,0.685,0.685,0.685,35,-1,9
0,0.05,11,-1.0,8876,4895,4895,0.551,0.551,0.551,185,-1,8
0,0.05,6,-1.0,5237,4263,4230,0.814,0.808,0.8020000000000002,110,-1,9
0,0.05,3,-1.0,1669,2675,1077,1.602,0.645,-0.31200000000000006,35,-1,9
0,0.05,8,-1077,1.602,0.645,-0.31200000000000006,35,-1,9
0,0.05,8,-1.0,1680,1144,1144,0.681,0.681,0.681,35,-1,10
0,0.05,8,-1.0,1615,1167,1167,0.722,0.722,0.722,35,-1,9
0,0.05,6,-1.0,8087,6544,6478,0.809,0.801,0.793,170,-1,9
0,0.05,10,-1.0,8876,5307,5307,0.598,0.598,0.598,185,-1,8
0,0.05,5,-1.0,5237,4794,4447,0.915,0.849,0.7829999999999999,110,-1,9
0,0.05,7,-1.0,1680,1232,1231,0.733,0.732,0.731,35,-1,10
0,0.05,7,-1.0,1615,1252,1250,0.775,0.774,0.773,35,-1,9
0,0.05,11,-1.0,990,512,512,0.517,0.517,0.517,20,-1,9
0,0.05,5,-1.0,8087,7389,6819,0.914,0.843,0.7719999999999999,170,-1,9
0,0.05,9,-1.0,8876,5770,5770,0.65,0.65,0.65,185,-1,8
0,0.05,4,-1.0,5237,6625,4414,1.265,0.843,0.42100000000000004,110,-1,9
0,0.05,6,-1.0,1680,1327,1315,0.789,0.782,0.775,35,-1,10
0,0.05,6,-1.0,1615,1350,1337,0.835,0.827,0.819,35,-1,9
0,0.05,8,-1.0,8876,6206,6205,0.699,0.699,0.699,185,-1,8
0,0.05,3,-1.0,5237,8173,3347,1.56,0.639,-0.28200000000000003,110,-1,9
0,0.05,4,-1.0,8087,10242,6633,1.266,0.82,0.3739999999999999,170,-1,9
0,0.05,10,-1.0,990,565,565,0.57,0.57,0.57,20,-1,9
0,0.05,5,-1.0,1680,1504,1391,0.895,0.827,0.7589999999999999,35,-1,10
0,0.05,11,-1.0,4554,2561,2561,0.562,0.562,0.562,95,-1,9
0,0.05,7,-1.0,8876,6682,6669,0.753,0.751,0.749,185,-1,8
0,0.05,3,-1.0,8087,12312,4968,1.522,0.614,-0.29400000000000004,170,-1,9
0,0.05,4,-1.0,1680,2058,1360,1.224,0.809,0.39400000000000013,35,-1,10
0,0.05,4,-1.0,1615,2069,1355,1.28,0.838,0.3959999999999999,35,-1,9
0,0.05,10,-1.0,4554,2786,2786,0.612,0.612,0.612,95,-1,9
0,0.05,6,-1.0,8876,7209,7125,0.812,0.803,0.794,185,-1,8
0,0.05,11,-1.0,7333,4013,4013,0.547,0.547,0.547,155,-1,9
0,0.05,9,-1.0,990,623,623,0.629,0.629,0.629,20,-1,9
0,0.05,3,-1.0,1680,2469,1031,1.469,0.613,-0.2430000000000001,35,-1,10
0,0.05,3,-1.0,1615,2567,1027,1.588,0.636,-0.31600000000000006,35,-1,9
0,0.05,9,-1.0,4554,2994,2994,0.657,0.657,0.657,95,-1,9
