InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes
100000,0.05,12,0.43,4994,0,0,0.0,0.0
100000,0.1,8,0.43,10072,0,0,0.0,0.0
100000,0.05,11,0.43,4994,0,0,0.0,0.0
100000,0.05,10,0.43,4994,0,0,0.0,0.0
100000,0.1,7,0.43,10072,0,0,0.0,0.0
100000,0.05,9,0.43,4994,0,0,0.0,0.0
100000,0.1,6,0.43,10072,0,0,0.0,0.0
100000,0.05,8,0.43,4994,0,0,0.0,0.0
100000,0.1,5,0.43,10072,0,0,0.0,0.0
100000,0.05,7,0.43,4994,0,0,0.0,0.0
100000,0.1,4,0.43,10072,17,3,0.002,0.0
100000,0.05,6,0.43,4994,0,0,0.0,0.0
100000,0.1,3,0.43,10072,68,7,0.007,0.001
100000,0.05,5,0.43,4994,0,0,0.0,0.0
100000,0.1,2,0.43,10072,0,0,0.0,0.0
100000,0.05,4,0.43,4994,0,0,0.0,0.0
100000,0.1,1,0.43,10072,0,0,0.0,0.0
100000,0.05,3,0.43,4994,9,0,0.002,0.0
100000,0.1,19,0.4,10000,0,0,0.0,0.0
100000,0.05,2,0.43,4994,0,0,0.0,0.0
100000,0.1,18,0.4,10000,0,0,0.0,0.0
100000,0.05,1,0.43,4994,0,0,0.0,0.0
100000,0.1,17,0.4,10000,0,0,0.0,0.0
100000,0.05,19,0.4,4981,0,0,0.0,0.0
100000,0.1,16,0.4,10000,0,0,0.0,0.0
100000,0.05,18,0.4,4981,0,0,0.0,0.0
100000,0.1,15,0.4,10000,0,0,0.0,0.0
100000,0.05,17,0.4,4981,0,0,0.0,0.0
100000,0.1,14,0.4,10000,0,0,0.0,0.0
100000,0.05,16,0.4,4981,0,0,0.0,0.0
100000,0.1,13,0.4,10000,0,0,0.0,0.0
100000,0.05,15,0.4,4981,0,0,0.0,0.0
100000,0.1,12,0.4,10000,0,0,0.0,0.0
100000,0.05,14,0.4,4981,0,0,0.0,0.0
100000,0.1,11,0.4,10000,0,0,0.0,0.0
100000,0.05,13,0.4,4981,0,0,0.0,0.0
100000,0.1,10,0.4,10000,0,0,0.0,0.0
100000,0.05,12,0.4,4981,0,0,0.0,0.0
100000,0.1,9,0.4,10000,0,0,0.0,0.0
100000,0.05,11,0.4,4981,0,0,0.0,0.0
100000,0.1,8,0.4,10000,0,0,0.0,0.0
100000,0.05,10,0.4,4981,0,0,0.0,0.0
100000,0.1,7,0.4,10000,0,0,0.0,0.0
100000,0.05,9,0.4,4981,0,0,0.0,0.0
100000,0.1,6,0.4,10000,0,0,0.0,0.0
100000,0.05,8,0.4,4981,0,0,0.0,0.0
100000,0.1,5,0.4,10000,0,0,0.0,0.0
100000,0.05,7,0.4,4981,0,0,0.0,0.0
100000,0.1,4,0.4,10000,2,0,0.0,0.0
100000,0.05,6,0.4,4981,0,0,0.0,0.0
100000,0.1,3,0.4,10000,185,12,0.018,0.001
100000,0.05,5,0.4,4981,0,0,0.0,0.0
100000,0.1,2,0.4,10000,0,0,0.0,0.0
100000,0.05,4,0.4,4981,0,0,0.0,0.0
100000,0.1,1,0.4,10000,0,0,0.0,0.0
100000,0.05,3,0.4,4981,5,0,0.001,0.0
100000,0.05,2,0.4,4981,0,0,0.0,0.0
100000,0.05,1,0.4,4981,0,0,0.0,0.0
1000000,0.1,3,0.4,99915,0,0,0.0,0.0
1000000,0.05,2,0.4,50074,0,0,0.0,0.0
1000000,0.1,2,0.4,99915,0,0,0.0,0.0
1000000,0.05,1,0.4,50074,0,0,0.0,0.0
1000000,0.1,1,0.4,99915,0,0,0.0,0.0
