InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Ratio
10000,0.1,10,0.8,1374,0,0,0.0,0.0,0.70000000000000007
10000,0.1,9,0.8,1374,1,1,0.001,0.001,0.70000000000000007
10000,0.1,8,0.8,1374,1,1,0.001,0.001,0.70000000000000007
10000,0.1,7,0.8,1374,8,5,0.006,0.004,0.70000000000000007
10000,0.1,6,0.8,1374,37,30,0.027,0.022,0.70000000000000007
10000,0.1,5,0.8,1374,104,79,0.076,0.057,0.70000000000000007
10000,0.1,4,0.8,1374,209,147,0.152,0.107,0.70000000000000007
10000,0.1,3,0.8,1374,358,211,0.261,0.153,0.70000000000000007
10000,0.1,2,0.8,1374,345,210,0.251,0.153,0.70000000000000007
10000,0.1,1,0.8,1374,0,0,0.0,0.0,0.70000000000000007
10000,0.1,14,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,13,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,12,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,11,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,10,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,9,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,8,0.8,1311,1,1,0.001,0.001,0.65000000000000013
10000,0.1,7,0.8,1311,11,8,0.008,0.006,0.65000000000000013
10000,0.1,6,0.8,1311,35,28,0.027,0.021,0.65000000000000013
10000,0.1,5,0.8,1311,91,70,0.069,0.053,0.65000000000000013
10000,0.1,4,0.8,1311,200,144,0.153,0.11,0.65000000000000013
10000,0.1,3,0.8,1311,322,197,0.246,0.15,0.65000000000000013
10000,0.1,2,0.8,1311,308,184,0.235,0.14,0.65000000000000013
10000,0.1,1,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,14,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,13,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,12,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,11,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,10,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,9,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,8,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,7,0.8,1156,8,5,0.007,0.004,0.60000000000000009
10000,0.1,6,0.8,1156,29,21,0.025,0.018,0.60000000000000009
10000,0.1,5,0.8,1156,69,54,0.06,0.047,0.60000000000000009
10000,0.1,4,0.8,1156,152,114,0.131,0.099,0.60000000000000009
10000,0.1,3,0.8,1156,295,179,0.255,0.155,0.60000000000000009
10000,0.1,2,0.8,1156,252,153,0.218,0.132,0.60000000000000009
10000,0.1,1,0.8,1156,0,0,0.0,0.0,0.60000000000000009
10000,0.1,14,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,13,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,12,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,11,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,10,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,9,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,8,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,7,0.8,1023,6,4,0.006,0.004,0.55000000000000004
10000,0.1,6,0.8,1023,23,20,0.022,0.02,0.55000000000000004
10000,0.1,5,0.8,1023,56,42,0.055,0.041,0.55000000000000004
10000,0.1,4,0.8,1023,121,91,0.118,0.089,0.55000000000000004
10000,0.1,3,0.8,1023,231,142,0.226,0.139,0.55000000000000004
10000,0.1,2,0.8,1023,230,144,0.225,0.141,0.55000000000000004
10000,0.1,1,0.8,1023,0,0,0.0,0.0,0.55000000000000004
10000,0.1,14,0.8,964,0,0,0.0,0.0,0.5
10000,0.1,13,0.8,964,0,0,0.0,0.0,0.5
10000,0.1,12,0.8,964,0,0,0.0,0.0,0.5
10000,0.1,11,0.8,964,0,0,0.0,0.0,0.5
10000,0.1,10,0.8,964,0,0,0.0,0.0,0.5
10000,0.1,9,0.8,964,1,1,0.001,0.001,0.5
10000,0.1,8,0.8,964,1,1,0.001,0.001,0.5
10000,0.1,7,0.8,964,4,3,0.004,0.003,0.5
10000,0.1,6,0.8,964,13,10,0.013,0.01,0.5
10000,0.1,5,0.8,964,40,29,0.041,0.03,0.5
10000,0.1,4,0.8,964,99,70,0.103,0.073,0.5
10000,0.1,3,0.8,964,194,120,0.201,0.124,0.5
10000,0.1,2,0.8,964,184,114,0.191,0.118,0.5
10000,0.1,1,0.8,964,0,0,0.0,0.0,0.5
10000,0.1,14,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,13,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,12,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,11,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,10,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,9,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,8,0.8,868,2,1,0.002,0.001,0.45000000000000001
10000,0.1,7,0.8,868,4,3,0.005,0.003,0.45000000000000001
10000,0.1,6,0.8,868,21,17,0.024,0.02,0.45000000000000001
10000,0.1,5,0.8,868,53,44,0.061,0.051,0.45000000000000001
10000,0.1,4,0.8,868,108,84,0.124,0.097,0.45000000000000001
10000,0.1,3,0.8,868,198,119,0.228,0.137,0.45000000000000001
10000,0.1,2,0.8,868,198,123,0.228,0.142,0.45000000000000001
10000,0.1,1,0.8,868,0,0,0.0,0.0,0.45000000000000001
10000,0.1,14,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,13,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,12,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,11,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,10,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,9,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,8,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,7,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,6,0.8,811,8,7,0.01,0.009,0.40000000000000002
10000,0.1,5,0.8,811,32,25,0.039,0.031,0.40000000000000002
10000,0.1,4,0.8,811,78,59,0.096,0.073,0.40000000000000002
10000,0.1,3,0.8,811,160,92,0.197,0.113,0.40000000000000002
10000,0.1,2,0.8,811,182,107,0.224,0.132,0.40000000000000002
10000,0.1,1,0.8,811,0,0,0.0,0.0,0.40000000000000002
10000,0.1,14,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,13,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,12,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,11,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,10,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,9,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,8,0.8,666,2,1,0.003,0.001,0.35000000000000003
10000,0.1,7,0.8,666,5,3,0.008,0.004,0.35000000000000003
10000,0.1,6,0.8,666,7,4,0.011,0.006,0.35000000000000003
10000,0.1,5,0.8,666,20,15,0.03,0.022,0.35000000000000003
10000,0.1,4,0.8,666,54,43,0.081,0.064,0.35000000000000003
10000,0.1,3,0.8,666,115,76,0.173,0.114,0.35000000000000003
10000,0.1,2,0.8,666,138,85,0.207,0.127,0.35000000000000003
10000,0.1,1,0.8,666,0,0,0.0,0.0,0.35000000000000003
10000,0.1,14,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,13,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,12,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,11,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,10,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,9,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,8,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,7,0.8,609,2,1,0.003,0.002,0.29999999999999999
10000,0.1,6,0.8,609,8,6,0.013,0.01,0.29999999999999999
10000,0.1,5,0.8,609,17,13,0.028,0.021,0.29999999999999999
10000,0.1,4,0.8,609,45,35,0.074,0.057,0.29999999999999999
10000,0.1,3,0.8,609,113,74,0.186,0.121,0.29999999999999999
10000,0.1,2,0.8,609,98,62,0.161,0.102,0.29999999999999999
10000,0.1,1,0.8,609,0,0,0.0,0.0,0.29999999999999999
10000,0.1,14,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,13,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,12,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,11,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,10,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,9,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,8,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,7,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,6,0.8,500,2,2,0.004,0.004,0.25
10000,0.1,5,0.8,500,5,4,0.01,0.008,0.25
10000,0.1,4,0.8,500,25,18,0.05,0.036,0.25
10000,0.1,3,0.8,500,81,53,0.162,0.106,0.25
10000,0.1,2,0.8,500,115,61,0.23,0.122,0.25
10000,0.1,1,0.8,500,0,0,0.0,0.0,0.25
10000,0.1,14,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,13,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,12,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,11,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,10,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,9,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,8,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,7,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,6,0.8,417,1,1,0.002,0.002,0.20000000000000001
10000,0.1,5,0.8,417,4,4,0.01,0.01,0.20000000000000001
10000,0.1,4,0.8,417,15,13,0.036,0.031,0.20000000000000001
10000,0.1,3,0.8,417,43,32,0.103,0.077,0.20000000000000001
10000,0.1,2,0.8,417,88,50,0.211,0.12,0.20000000000000001
10000,0.1,1,0.8,417,0,0,0.0,0.0,0.20000000000000001
10000,0.1,14,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,13,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,12,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,11,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,10,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,9,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,8,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,7,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,6,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,5,0.8,303,6,5,0.02,0.016,0.15000000000000002
10000,0.1,4,0.8,303,9,7,0.03,0.023,0.15000000000000002
10000,0.1,3,0.8,303,28,22,0.092,0.072,0.15000000000000002
10000,0.1,2,0.8,303,62,29,0.205,0.095,0.15000000000000002
10000,0.1,1,0.8,303,0,0,0.0,0.0,0.15000000000000002
10000,0.1,14,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,13,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,12,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,11,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,10,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,9,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,8,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,7,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,6,0.8,191,2,2,0.01,0.01,0.10000000000000001
10000,0.1,5,0.8,191,2,2,0.01,0.01,0.10000000000000001
10000,0.1,4,0.8,191,4,3,0.021,0.016,0.10000000000000001
10000,0.1,3,0.8,191,12,8,0.063,0.042,0.10000000000000001
10000,0.1,2,0.8,191,33,15,0.173,0.078,0.10000000000000001
10000,0.1,1,0.8,191,0,0,0.0,0.0,0.10000000000000001
10000,0.1,14,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,13,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,12,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,11,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,10,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,9,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,8,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,7,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,6,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,5,0.8,104,1,1,0.01,0.01,0.050000000000000003
10000,0.1,4,0.8,104,2,2,0.019,0.019,0.050000000000000003
10000,0.1,3,0.8,104,4,4,0.038,0.038,0.050000000000000003
10000,0.1,2,0.8,104,10,6,0.096,0.057,0.050000000000000003
10000,0.1,1,0.8,104,0,0,0.0,0.0,0.050000000000000003
10000,0.1,1,0.8,376,0,0,0.0,0.0,0.20000000000000001
10000,0.1,14,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,13,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,12,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,11,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,10,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,9,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,8,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,7,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,6,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,5,0.8,290,1,1,0.003,0.003,0.15000000000000002
10000,0.1,4,0.8,290,3,1,0.01,0.003,0.15000000000000002
10000,0.1,3,0.8,290,21,13,0.072,0.045,0.15000000000000002
10000,0.1,2,0.8,290,49,23,0.169,0.079,0.15000000000000002
10000,0.1,1,0.8,290,0,0,0.0,0.0,0.15000000000000002
10000,0.1,14,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,13,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,12,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,11,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,10,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,9,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,8,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,7,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,6,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,5,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,4,0.8,188,1,1,0.005,0.005,0.10000000000000001
10000,0.1,3,0.8,188,6,6,0.032,0.032,0.10000000000000001
10000,0.1,2,0.8,188,39,16,0.207,0.085,0.10000000000000001
10000,0.1,1,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,14,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,13,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,12,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,11,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,10,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,9,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,8,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,7,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,6,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,5,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,4,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,3,0.8,124,3,1,0.024,0.008,0.050000000000000003
10000,0.1,2,0.8,124,8,5,0.065,0.04,0.050000000000000003
10000,0.1,1,0.8,124,0,0,0.0,0.0,0.050000000000000003
10000,0.1,2,0.8,1179,267,174,0.226,0.147,0.60000000000000009
10000,0.1,2,0.8,1134,267,175,0.235,0.154,0.55000000000000004
10000,0.1,2,0.8,990,227,133,0.229,0.134,0.5
10000,0.1,2,0.8,891,201,126,0.226,0.141,0.45000000000000001
10000,0.1,2,0.8,830,191,122,0.23,0.147,0.40000000000000002
10000,0.1,2,0.8,739,168,105,0.227,0.142,0.35000000000000003
10000,0.1,2,0.8,668,142,91,0.213,0.136,0.29999999999999999
10000,0.1,2,0.8,524,123,80,0.235,0.152,0.25
10000,0.1,2,0.8,369,88,47,0.238,0.127,0.20000000000000001
10000,0.1,2,0.8,293,64,34,0.218,0.116,0.15000000000000002
10000,0.1,2,0.8,184,32,20,0.174,0.108,0.10000000000000001
10000,0.1,2,0.8,122,5,4,0.041,0.033,0.050000000000000003
10000,0.1,1,0.8,1867,0,0,0.0,0.0,0.95000000000000007
10000,0.1,1,0.8,1797,0,0,0.0,0.0,0.90000000000000013
10000,0.1,1,0.8,1704,0,0,0.0,0.0,0.85000000000000009
10000,0.1,1,0.8,1608,0,0,0.0,0.0,0.80000000000000004
10000,0.1,1,0.8,1539,0,0,0.0,0.0,0.75000000000000011
10000,0.1,1,0.8,1399,0,0,0.0,0.0,0.70000000000000007
10000,0.1,1,0.8,1226,0,0,0.0,0.0,0.65000000000000013
10000,0.1,1,0.8,1166,0,0,0.0,0.0,0.60000000000000009
10000,0.1,1,0.8,1077,0,0,0.0,0.0,0.55000000000000004
10000,0.1,1,0.8,988,0,0,0.0,0.0,0.5
10000,0.1,1,0.8,926,0,0,0.0,0.0,0.45000000000000001
10000,0.1,1,0.8,783,0,0,0.0,0.0,0.40000000000000002
10000,0.1,1,0.8,712,0,0,0.0,0.0,0.35000000000000003
10000,0.1,1,0.8,605,0,0,0.0,0.0,0.29999999999999999
10000,0.1,1,0.8,508,0,0,0.0,0.0,0.25
10000,0.1,1,0.8,430,0,0,0.0,0.0,0.20000000000000001
10000,0.1,1,0.8,272,0,0,0.0,0.0,0.15000000000000002
10000,0.1,1,0.8,210,0,0,0.0,0.0,0.10000000000000001
10000,0.1,1,0.8,87,0,0,0.0,0.0,0.050000000000000003
10000,0.1,1,0.8,1665,0,0,0.0,0.0,0.85000000000000009
10000,0.1,1,0.8,1577,0,0,0.0,0.0,0.80000000000000004
10000,0.1,1,0.8,1485,0,0,0.0,0.0,0.75000000000000011
10000,0.1,1,0.8,1396,0,0,0.0,0.0,0.70000000000000007
10000,0.1,1,0.8,1311,0,0,0.0,0.0,0.65000000000000013
10000,0.1,1,0.8,1236,0,0,0.0,0.0,0.60000000000000009
10000,0.1,1,0.8,1082,0,0,0.0,0.0,0.55000000000000004
10000,0.1,1,0.8,984,0,0,0.0,0.0,0.5
10000,0.1,1,0.8,836,0,0,0.0,0.0,0.45000000000000001
10000,0.1,1,0.8,780,0,0,0.0,0.0,0.40000000000000002
10000,0.1,1,0.8,739,0,0,0.0,0.0,0.35000000000000003
10000,0.1,1,0.8,592,0,0,0.0,0.0,0.29999999999999999
10000,0.1,1,0.8,482,0,0,0.0,0.0,0.25
10000,0.1,1,0.8,395,0,0,0.0,0.0,0.20000000000000001
10000,0.1,1,0.8,288,0,0,0.0,0.0,0.15000000000000002
10000,0.1,1,0.8,193,0,0,0.0,0.0,0.10000000000000001
10000,0.1,1,0.8,113,0,0,0.0,0.0,0.050000000000000003
10000,0.1,1,0.8,703,0,0,0.0,0.0,0.35000000000000003
10000,0.1,1,0.8,621,0,0,0.0,0.0,0.29999999999999999
10000,0.1,1,0.8,479,0,0,0.0,0.0,0.25
10000,0.1,1,0.8,402,0,0,0.0,0.0,0.20000000000000001
10000,0.1,1,0.8,306,0,0,0.0,0.0,0.15000000000000002
10000,0.1,1,0.8,188,0,0,0.0,0.0,0.10000000000000001
10000,0.1,1,0.8,98,0,0,0.0,0.0,0.050000000000000003
